tank.number,Date.Time,Temp
2,10/14/19 23:31,26.39
2,10/15/19 0:01,26.195
2,10/15/19 0:31,26.097
2,10/15/19 1:01,26
2,10/15/19 1:31,25.902
2,10/15/19 2:01,25.902
2,10/15/19 2:31,25.902
2,10/15/19 3:01,25.805
2,10/15/19 3:31,25.805
2,10/15/19 4:01,25.708
2,10/15/19 4:31,25.708
2,10/15/19 5:01,25.708
2,10/15/19 5:31,25.61
2,10/15/19 6:01,25.61
2,10/15/19 6:31,25.61
2,10/15/19 7:01,25.513
2,10/15/19 7:31,25.513
2,10/15/19 8:01,25.513
2,10/15/19 8:31,25.513
2,10/15/19 9:01,25.513
2,10/15/19 9:31,25.61
2,10/15/19 10:01,25.902
2,10/15/19 10:31,26.195
2,10/15/19 11:01,26.488
2,10/15/19 11:31,26.683
2,10/15/19 12:01,26.977
2,10/15/19 12:31,27.272
2,10/15/19 13:01,27.468
2,10/15/19 13:31,27.862
2,10/15/19 14:01,27.961
2,10/15/19 14:31,28.159
2,10/15/19 15:01,28.159
2,10/15/19 15:31,28.258
2,10/15/19 16:01,28.456
2,10/15/19 16:31,28.555
2,10/15/19 17:01,28.456
2,10/15/19 17:31,28.754
2,10/15/19 18:01,28.655
2,10/15/19 18:31,28.754
2,10/15/19 19:01,28.456
2,10/15/19 19:31,28.357
2,10/15/19 20:01,28.159
2,10/15/19 20:31,27.961
2,10/15/19 21:01,27.862
2,10/15/19 21:31,27.665
2,10/15/19 22:01,27.567
2,10/15/19 22:31,27.37
2,10/15/19 23:01,27.272
2,10/15/19 23:31,27.173
2,10/16/19 0:01,27.075
2,10/16/19 0:31,26.977
2,10/16/19 1:01,26.879
2,10/16/19 1:31,26.781
2,10/16/19 2:01,26.781
2,10/16/19 2:31,26.683
2,10/16/19 3:01,26.585
2,10/16/19 3:31,26.585
2,10/16/19 4:01,26.488
2,10/16/19 4:31,26.39
2,10/16/19 5:01,26.39
2,10/16/19 5:31,26.292
2,10/16/19 6:01,26.292
2,10/16/19 6:31,26.195
2,10/16/19 7:01,26.195
2,10/16/19 7:31,26.195
2,10/16/19 8:01,26.097
2,10/16/19 8:31,26.097
2,10/16/19 9:01,26.097
2,10/16/19 9:31,26.195
2,10/16/19 10:01,26.488
2,10/16/19 10:31,26.683
2,10/16/19 11:01,26.879
2,10/16/19 11:31,27.272
2,10/16/19 12:01,27.468
2,10/16/19 12:31,27.665
2,10/16/19 13:01,27.862
2,10/16/19 13:31,28.258
2,10/16/19 14:01,28.456
2,10/16/19 14:31,28.655
2,10/16/19 15:01,28.754
2,10/16/19 15:31,28.555
2,10/16/19 16:01,28.357
2,10/16/19 16:31,28.258
2,10/16/19 17:01,27.961
2,10/16/19 17:31,27.862
2,10/16/19 18:01,27.665
2,10/16/19 18:31,27.567
2,10/16/19 19:01,27.665
2,10/16/19 19:31,27.567
2,10/16/19 20:01,27.567
2,10/16/19 20:31,27.468
2,10/16/19 21:01,27.37
2,10/16/19 21:31,27.272
2,10/16/19 22:01,27.173
2,10/16/19 22:31,27.075
2,10/16/19 23:01,26.977
2,10/16/19 23:31,26.977
2,10/17/19 0:01,26.879
2,10/17/19 0:31,26.781
2,10/17/19 1:01,26.781
2,10/17/19 1:31,26.683
2,10/17/19 2:01,26.585
2,10/17/19 2:31,26.585
2,10/17/19 3:01,26.488
2,10/17/19 3:31,26.488
2,10/17/19 4:01,26.488
2,10/17/19 4:31,26.39
2,10/17/19 5:01,26.39
2,10/17/19 5:31,26.39
2,10/17/19 6:01,26.39
2,10/17/19 6:31,26.39
2,10/17/19 7:01,26.39
2,10/17/19 7:31,26.39
2,10/17/19 8:01,26.292
2,10/17/19 8:31,26.292
2,10/17/19 9:01,26.292
2,10/17/19 9:31,26.39
2,10/17/19 10:01,26.585
2,10/17/19 10:31,26.879
2,10/17/19 11:01,27.173
2,10/17/19 11:31,27.37
2,10/17/19 12:01,27.468
2,10/17/19 12:31,27.764
2,10/17/19 13:01,28.159
2,10/17/19 13:31,28.357
2,10/17/19 14:01,28.655
2,10/17/19 14:31,28.555
2,10/17/19 15:01,28.754
2,10/17/19 15:31,28.853
2,10/17/19 16:01,28.853
2,10/17/19 16:31,28.754
2,10/17/19 17:01,28.555
2,10/17/19 17:31,28.555
2,10/17/19 18:01,28.555
2,10/17/19 18:31,28.456
2,10/17/19 19:01,28.456
2,10/17/19 19:31,28.357
2,10/17/19 20:01,28.258
2,10/17/19 20:31,28.06
2,10/17/19 21:01,27.961
2,10/17/19 21:31,27.862
2,10/17/19 22:01,27.665
2,10/17/19 22:31,27.567
2,10/17/19 23:01,27.468
2,10/17/19 23:31,27.37
2,10/18/19 0:01,27.272
2,10/18/19 0:31,27.173
2,10/18/19 1:01,27.075
2,10/18/19 1:31,26.977
2,10/18/19 2:01,26.977
2,10/18/19 2:31,26.879
2,10/18/19 3:01,26.879
2,10/18/19 3:31,26.879
2,10/18/19 4:01,26.781
2,10/18/19 4:31,26.781
2,10/18/19 5:01,26.683
2,10/18/19 5:31,26.683
2,10/18/19 6:01,26.683
2,10/18/19 6:31,26.585
2,10/18/19 7:01,26.585
2,10/18/19 7:31,26.488
2,10/18/19 8:01,26.488
2,10/18/19 8:31,26.39
2,10/18/19 9:01,26.39
2,10/18/19 9:31,26.488
2,10/18/19 10:01,26.683
2,10/18/19 10:31,26.879
2,10/18/19 11:01,27.173
2,10/18/19 11:31,27.468
2,10/18/19 12:01,27.665
2,10/18/19 12:31,27.862
2,10/18/19 13:01,28.258
2,10/18/19 13:31,28.456
2,10/18/19 14:01,28.555
2,10/18/19 14:31,28.754
2,10/18/19 15:01,28.953
2,10/18/19 15:31,29.053
2,10/18/19 16:01,29.152
2,10/18/19 16:31,29.053
2,10/18/19 17:01,29.152
2,10/18/19 17:31,29.152
2,10/18/19 18:01,29.053
2,10/18/19 18:31,28.953
2,10/18/19 19:01,28.853
2,10/18/19 19:31,28.655
2,10/18/19 20:01,28.555
2,10/18/19 20:31,28.357
2,10/18/19 21:01,28.258
2,10/18/19 21:31,28.06
2,10/18/19 22:01,27.961
2,10/18/19 22:31,27.764
2,10/18/19 23:01,27.665
2,10/18/19 23:31,27.567
2,10/19/19 0:01,27.468
2,10/19/19 0:31,27.37
2,10/19/19 1:01,27.272
2,10/19/19 1:31,27.173
2,10/19/19 2:01,27.075
2,10/19/19 2:31,26.977
2,10/19/19 3:01,26.977
2,10/19/19 3:31,26.879
2,10/19/19 4:01,26.879
2,10/19/19 4:31,26.879
2,10/19/19 5:01,26.781
2,10/19/19 5:31,26.781
2,10/19/19 6:01,26.781
2,10/19/19 6:31,26.683
2,10/19/19 7:01,26.683
2,10/19/19 7:31,26.683
2,10/19/19 8:01,26.585
2,10/19/19 8:31,26.585
2,10/19/19 9:01,26.585
2,10/19/19 9:31,26.585
2,10/19/19 10:01,26.879
2,10/19/19 10:31,27.173
2,10/19/19 11:01,27.567
2,10/19/19 11:31,27.764
2,10/19/19 12:01,27.961
2,10/19/19 12:31,28.159
2,10/19/19 13:01,28.456
2,10/19/19 13:31,28.754
2,10/19/19 14:01,28.953
2,10/19/19 14:31,29.252
2,10/19/19 15:01,29.053
2,10/19/19 15:31,29.252
2,10/19/19 16:01,29.053
2,10/19/19 16:31,28.754
2,10/19/19 17:01,28.754
2,10/19/19 17:31,28.754
2,10/19/19 18:01,28.754
2,10/19/19 18:31,28.754
2,10/19/19 19:01,28.555
2,10/19/19 19:31,28.456
2,10/19/19 20:01,28.258
2,10/19/19 20:31,28.159
2,10/19/19 21:01,27.961
2,10/19/19 21:31,27.862
2,10/19/19 22:01,27.764
2,10/19/19 22:31,27.665
2,10/19/19 23:01,27.567
2,10/19/19 23:31,27.567
2,10/20/19 0:01,27.468
2,10/20/19 0:31,27.37
2,10/20/19 1:01,27.272
2,10/20/19 1:31,27.173
2,10/20/19 2:01,27.075
2,10/20/19 2:31,27.075
2,10/20/19 3:01,26.977
2,10/20/19 3:31,26.879
2,10/20/19 4:01,26.879
2,10/20/19 4:31,26.879
2,10/20/19 5:01,26.879
2,10/20/19 5:31,26.879
2,10/20/19 6:01,26.879
2,10/20/19 6:31,26.781
2,10/20/19 7:01,26.781
2,10/20/19 7:31,26.781
2,10/20/19 8:01,26.683
2,10/20/19 8:31,26.683
2,10/20/19 9:01,26.683
2,10/20/19 9:31,26.683
2,10/20/19 10:01,26.879
2,10/20/19 10:31,27.075
2,10/20/19 11:01,27.075
2,10/20/19 11:31,27.173
2,10/20/19 12:01,27.272
2,10/20/19 12:31,27.468
2,10/20/19 13:01,27.665
2,10/20/19 13:31,27.862
2,10/20/19 14:01,28.06
2,10/20/19 14:31,28.258
2,10/20/19 15:01,28.456
2,10/20/19 15:31,28.555
2,10/20/19 16:01,28.655
2,10/20/19 16:31,28.655
2,10/20/19 17:01,28.655
2,10/20/19 17:31,28.754
2,10/20/19 18:01,28.754
2,10/20/19 18:31,28.655
2,10/20/19 19:01,28.456
2,10/20/19 19:31,28.258
2,10/20/19 20:01,28.06
2,10/20/19 20:31,27.862
2,10/20/19 21:01,27.764
2,10/20/19 21:31,27.567
2,10/20/19 22:01,27.468
2,10/20/19 22:31,27.272
2,10/20/19 23:01,27.272
2,10/20/19 23:31,27.075
2,10/21/19 0:01,26.977
2,10/21/19 0:31,26.879
2,10/21/19 1:01,26.781
2,10/21/19 1:31,26.683
2,10/21/19 2:01,26.683
2,10/21/19 2:31,26.683
2,10/21/19 3:01,26.585
2,10/21/19 3:31,26.585
2,10/21/19 4:01,26.585
2,10/21/19 4:31,26.488
2,10/21/19 5:01,26.488
2,10/21/19 5:31,26.488
2,10/21/19 6:01,26.488
2,10/21/19 6:31,26.488
2,10/21/19 7:01,26.488
2,10/21/19 7:31,26.39
2,10/21/19 8:01,26.39
2,10/21/19 8:31,26.39
2,10/21/19 9:01,26.488
2,10/21/19 9:31,26.39
2,10/21/19 10:01,26.488
2,10/21/19 10:31,26.585
2,10/21/19 11:01,26.683
2,10/21/19 11:31,27.075
2,10/21/19 12:01,27.37
2,10/21/19 12:31,27.567
2,10/21/19 13:01,27.665
2,10/21/19 13:31,27.862
2,10/21/19 14:01,28.06
2,10/21/19 14:31,28.258
2,10/21/19 15:01,28.357
2,10/21/19 15:31,28.456
2,10/21/19 16:01,28.655
2,10/21/19 16:31,28.754
2,10/21/19 17:01,28.853
2,10/21/19 17:31,28.655
2,10/21/19 18:01,28.456
2,10/21/19 18:31,28.258
2,10/21/19 19:01,28.159
2,10/21/19 19:31,28.06
2,10/21/19 20:01,27.862
2,10/21/19 20:31,27.764
2,10/21/19 21:01,27.665
2,10/21/19 21:31,27.567
2,10/21/19 22:01,27.468
2,10/21/19 22:31,27.37
2,10/21/19 23:01,27.272
2,10/21/19 23:31,27.173
2,10/22/19 0:01,27.075
2,10/22/19 0:31,26.977
2,10/22/19 1:01,26.879
2,10/22/19 1:31,26.781
2,10/22/19 2:01,26.683
2,10/22/19 2:31,26.585
2,10/22/19 3:01,26.585
2,10/22/19 3:31,26.488
2,10/22/19 4:01,26.488
2,10/22/19 4:31,26.39
2,10/22/19 5:01,26.292
2,10/22/19 5:31,26.292
2,10/22/19 6:01,26.292
2,10/22/19 6:31,26.195
2,10/22/19 7:01,26.195
2,10/22/19 7:31,26.097
2,10/22/19 8:01,26.097
2,10/22/19 8:31,26
2,10/22/19 9:01,26
2,10/22/19 9:31,26
2,10/22/19 10:01,26.195
2,10/22/19 10:31,26.488
2,10/22/19 11:01,26.683
2,10/22/19 11:31,26.977
2,10/22/19 12:01,27.468
2,10/22/19 12:31,27.665
2,10/22/19 13:01,27.961
2,10/22/19 13:31,28.258
2,10/22/19 14:01,28.456
2,10/22/19 14:31,28.754
2,10/22/19 15:01,28.853
2,10/22/19 15:31,28.953
2,10/22/19 16:01,29.152
2,10/22/19 16:31,28.953
2,10/22/19 17:01,29.152
2,10/22/19 17:31,28.853
2,10/22/19 18:01,28.853
2,10/22/19 18:31,28.754
2,10/22/19 19:01,28.555
2,10/22/19 19:31,28.456
2,10/22/19 20:01,28.357
2,10/22/19 20:31,28.258
2,10/22/19 21:01,28.159
2,10/22/19 21:31,27.961
2,10/22/19 22:01,27.862
2,10/22/19 22:31,27.764
2,10/22/19 23:01,27.665
2,10/22/19 23:31,27.567
2,10/23/19 0:01,27.468
2,10/23/19 0:31,27.37
2,10/23/19 1:01,27.272
2,10/23/19 1:31,27.075
2,10/23/19 2:01,26.977
2,10/23/19 2:31,26.879
2,10/23/19 3:01,26.879
2,10/23/19 3:31,26.781
2,10/23/19 4:01,26.683
2,10/23/19 4:31,26.585
2,10/23/19 5:01,26.585
2,10/23/19 5:31,26.488
2,10/23/19 6:01,26.488
2,10/23/19 6:31,26.39
2,10/23/19 7:01,26.292
2,10/23/19 7:31,26.292
2,10/23/19 8:01,26.195
2,10/23/19 8:31,26.195
2,10/23/19 9:01,26.195
2,10/23/19 9:31,26.195
2,10/23/19 10:01,26.39
2,10/23/19 10:31,26.683
2,10/23/19 11:01,27.075
2,10/23/19 11:31,27.272
2,10/23/19 12:01,27.764
2,10/23/19 12:31,27.961
2,10/23/19 13:01,28.258
2,10/23/19 13:31,28.555
2,10/23/19 14:01,28.258
2,10/23/19 14:31,28.754
2,10/23/19 15:01,28.953
2,10/23/19 15:31,28.953
2,10/23/19 16:01,29.053
2,10/23/19 16:31,29.053
2,10/23/19 17:01,29.152
2,10/23/19 17:31,29.152
2,10/23/19 18:01,29.152
2,10/23/19 18:31,29.053
2,10/23/19 19:01,28.953
2,10/23/19 19:31,28.754
2,10/23/19 20:01,28.655
2,10/23/19 20:31,28.456
2,10/23/19 21:01,28.258
2,10/23/19 21:31,28.06
2,10/23/19 22:01,27.862
2,10/23/19 22:31,27.764
2,10/23/19 23:01,27.665
2,10/23/19 23:31,27.468
2,10/24/19 0:01,27.37
2,10/24/19 0:31,27.272
2,10/24/19 1:01,27.173
2,10/24/19 1:31,26.977
2,10/24/19 2:01,26.879
2,10/24/19 2:31,26.781
2,10/24/19 3:01,26.683
2,10/24/19 3:31,26.585
2,10/24/19 4:01,26.585
2,10/24/19 4:31,26.488
2,10/24/19 5:01,26.39
2,10/24/19 5:31,26.292
2,10/24/19 6:01,26.292
2,10/24/19 6:31,26.195
2,10/24/19 7:01,26.097
2,10/24/19 7:31,26.097
2,10/24/19 8:01,26
2,10/24/19 8:31,25.902
2,10/24/19 9:01,25.902
2,10/24/19 9:31,25.902
2,10/24/19 10:01,26.097
2,10/24/19 10:31,26.39
2,10/24/19 11:01,26.683
2,10/24/19 11:31,26.977
2,10/24/19 12:01,27.665
2,10/24/19 12:31,27.961
2,10/24/19 13:01,28.357
2,10/24/19 13:31,28.754
2,10/24/19 14:01,28.953
2,10/24/19 14:31,29.152
2,10/24/19 15:01,29.352
2,10/24/19 15:31,29.252
2,10/24/19 16:01,29.352
2,10/24/19 16:31,29.252
2,10/24/19 17:01,29.352
2,10/24/19 17:31,29.452
2,10/24/19 18:01,29.053
2,10/24/19 18:31,28.853
2,10/24/19 19:01,28.754
2,10/24/19 19:31,28.555
2,10/24/19 20:01,28.456
2,10/24/19 20:31,28.258
2,10/24/19 21:01,28.06
2,10/24/19 21:31,27.862
2,10/24/19 22:01,27.764
2,10/24/19 22:31,27.567
2,10/24/19 23:01,27.468
2,10/24/19 23:31,27.272
2,10/25/19 0:01,27.173
2,10/25/19 0:31,27.173
2,10/25/19 1:01,27.075
2,10/25/19 1:31,26.977
2,10/25/19 2:01,26.879
2,10/25/19 2:31,26.781
2,10/25/19 3:01,26.683
2,10/25/19 3:31,26.585
2,10/25/19 4:01,26.488
2,10/25/19 4:31,26.488
2,10/25/19 5:01,26.292
2,10/25/19 5:31,26.195
2,10/25/19 6:01,26.195
2,10/25/19 6:31,26.097
2,10/25/19 7:01,26
2,10/25/19 7:31,26
2,10/25/19 8:01,25.902
2,10/25/19 8:31,25.805
2,10/25/19 9:01,25.708
2,10/25/19 9:31,25.805
2,10/25/19 10:01,26
2,10/25/19 10:31,26.292
2,10/25/19 11:01,26.585
2,10/25/19 11:31,26.781
2,10/25/19 12:01,27.567
2,10/25/19 12:31,27.862
2,10/25/19 13:01,28.159
2,10/25/19 13:31,28.555
2,10/25/19 14:01,28.853
2,10/25/19 14:31,28.357
2,10/25/19 15:01,28.655
2,10/25/19 15:31,29.252
2,10/25/19 16:01,28.555
2,10/25/19 16:31,28.555
2,10/25/19 17:01,29.252
2,10/25/19 17:31,28.853
2,10/25/19 18:01,28.853
2,10/25/19 18:31,28.655
2,10/25/19 19:01,28.456
2,10/25/19 19:31,28.258
2,10/25/19 20:01,28.159
2,10/25/19 20:31,27.961
2,10/25/19 21:01,27.764
2,10/25/19 21:31,27.567
2,10/25/19 22:01,27.468
2,10/25/19 22:31,27.468
2,10/25/19 23:01,27.272
2,10/25/19 23:31,27.173
2,10/26/19 0:01,27.173
2,10/26/19 0:31,26.977
2,10/26/19 1:01,26.879
2,10/26/19 1:31,26.781
2,10/26/19 2:01,26.683
2,10/26/19 2:31,26.683
2,10/26/19 3:01,26.585
2,10/26/19 3:31,26.585
2,10/26/19 4:01,26.488
2,10/26/19 4:31,26.39
2,10/26/19 5:01,26.39
2,10/26/19 5:31,26.292
2,10/26/19 6:01,26.292
2,10/26/19 6:31,26.195
2,10/26/19 7:01,26.195
2,10/26/19 7:31,26.097
2,10/26/19 8:01,26.097
2,10/26/19 8:31,26
2,10/26/19 9:01,26
2,10/26/19 9:31,26.097
2,10/26/19 10:01,26.292
2,10/26/19 10:31,26.488
2,10/26/19 11:01,26.781
2,10/26/19 11:31,27.272
2,10/26/19 12:01,27.862
2,10/26/19 12:31,28.258
2,10/26/19 13:01,28.06
2,10/26/19 13:31,28.953
2,10/26/19 14:01,29.252
2,10/26/19 14:31,29.452
2,10/26/19 15:01,29.552
2,10/26/19 15:31,29.552
2,10/26/19 16:01,29.652
2,10/26/19 16:31,29.752
2,10/26/19 17:01,30.054
2,10/26/19 17:31,29.652
2,10/26/19 18:01,29.552
2,10/26/19 18:31,29.252
2,10/26/19 19:01,29.252
2,10/26/19 19:31,29.053
2,10/26/19 20:01,28.853
2,10/26/19 20:31,28.655
2,10/26/19 21:01,28.456
2,10/26/19 21:31,28.357
2,10/26/19 22:01,28.159
2,10/26/19 22:31,27.961
2,10/26/19 23:01,27.862
2,10/26/19 23:31,27.764
2,10/27/19 0:01,27.567
2,10/27/19 0:31,27.468
2,10/27/19 1:01,27.272
2,10/27/19 1:31,27.173
2,10/27/19 2:01,27.075
2,10/27/19 2:31,26.977
2,10/27/19 3:01,26.879
2,10/27/19 3:31,26.781
2,10/27/19 4:01,26.683
2,10/27/19 4:31,26.585
2,10/27/19 5:01,26.585
2,10/27/19 5:31,26.488
2,10/27/19 6:01,26.39
2,10/27/19 6:31,26.292
2,10/27/19 7:01,26.292
2,10/27/19 7:31,26.195
2,10/27/19 8:01,26.097
2,10/27/19 8:31,26.097
2,10/27/19 9:01,26
2,10/27/19 9:31,26.195
2,10/27/19 10:01,26.39
2,10/27/19 10:31,26.683
2,10/27/19 11:01,26.977
2,10/27/19 11:31,27.37
2,10/27/19 12:01,27.665
