"","fragment.ID.full","Intercept","umol.L.sec","Temp.C"
"1","BLANK1_D_20_O2",232.18627513876,0.000104602220166577,20.05398
"2","BLANK2_D_20_O2",211.36363855615,0.000495133689839595,20.14968
"3","PV11_D_20_O2",207.97401705074,-0.00937018675123325,20.05572
"4","PV21_D_20_O2",179.54408513299,-0.0123154633204633,20.08838
"5","PV29_D_20_O2",211.664957857143,-0.00801813588850178,20.18218
"6","PV3_D_20_O2",215.225020013131,-0.0176313491629283,20.00136
"7","PV30_D_20_O2",213.437056229839,-0.0101719556451612,19.8988
"8","PV32_D_20_O2",211.00582506006,-0.0109839189189188,19.90368
"9","PV6_D_20_O2",205.247583228228,-0.0131225675675676,19.96544
"10","PV8_D_20_O2",174.470534975369,-0.011456157635468,20.14974
"11","BLANK1_D_22_O2",231.687677074217,-0.000159227799227566,22.1267959183673
"12","BLANK2_D_22_O2",207.006561680672,0.000427114845938337,22.2729795918367
"13","PV11_D_22_O2",202.208186466235,-0.00938609620721558,22.0115918367347
"14","PV21_D_22_O2",175.390664165481,-0.0129270862968231,22.0558979591837
"15","PV29_D_22_O2",207.84752717759,-0.0109870084566597,22.1608163265306
"16","PV3_D_22_O2",205.985473391725,-0.0144320144971308,22.1704081632653
"17","PV30_D_22_O2",209.843693628285,-0.0084790049428734,22.0276734693878
"18","PV32_D_22_O2",210.399057987805,-0.0115653048780488,21.8595306122449
"19","PV6_D_22_O2",205.496995769231,-0.0116111538461538,21.8133673469388
"20","PV8_D_22_O2",177.076042340426,-0.0103959636139377,22.0772040816327
"21","BLANK1_D_24_O2",225.167193204225,-0.000138886638036008,24.1788163265306
"22","BLANK2_D_24_O2",201.843213501742,0.000326567944250914,24.1746530612245
"23","PV11_D_24_O2",200.168330397727,-0.0112127291055718,24.1790612244898
"24","PV21_D_24_O2",175.207064048892,-0.0147926967150497,24.2922448979592
"25","PV29_D_24_O2",203.246762394998,-0.0124661737298437,24.1457551020408
"26","PV3_D_24_O2",203.583859649123,-0.016574898785425,24.1471020408163
"27","PV30_D_24_O2",204.554933326581,-0.0102308443400048,24.1633469387755
"28","PV32_D_24_O2",202.714762016807,-0.0138678991596639,24.0197959183673
"29","PV6_D_24_O2",202.584326065372,-0.0132227042861549,24.0782653061225
"30","PV8_D_24_O2",171.802675134041,-0.0115521446547762,24.1648775510204
"31","BLANK1_D_28_O2",210.673918963415,-0.000483597560975647,27.9206734693878
"32","BLANK2_D_28_O2",186.568212787456,-9.01393728222618e-05,28.1960204081633
"33","PV11_D_28_O2",184.25182608885,-0.0153757404181185,28.1515510204082
"34","PV21_D_28_O2",158.1589970964,-0.0175487804878049,28.1482448979592
"35","PV29_D_28_O2",195.458347342375,-0.0106263013196481,28.2459795918367
"36","PV3_D_28_O2",180.663245443373,-0.0217072644032089,28.0580204081633
"37","PV30_D_28_O2",186.550535070472,-0.0142199189570119,28.124693877551
"38","PV32_D_28_O2",190.023387535014,-0.0153102240896358,27.91
"39","PV6_D_28_O2",182.968805933673,-0.0157496071428571,27.7887755102041
"40","PV8_D_28_O2",155.929742917438,-0.0137527462997225,28.1324897959184
"41","BLANK1_D_30_O2",200.194782641129,-0.000666108870967685,30.0309387755102
"42","BLANK2_D_30_O2",177.870841028226,0.000100504032258045,30.1232653061224
"43","PV11_D_30_O2",173.085442619048,-0.0162045238095237,30.0843265306122
"44","PV21_D_30_O2",147.200090145315,-0.0191577789482214,30.0248775510204
"45","PV29_D_30_O2",177.107782195208,-0.016527015503876,30.0482448979592
"46","PV3_D_30_O2",171.199835367746,-0.0238008198380567,30.0826326530612
"47","PV30_D_30_O2",177.560711184669,-0.0163237282229965,30.064306122449
"48","PV32_D_30_O2",179.414063083624,-0.0169428745644599,29.797
"49","PV6_D_30_O2",174.32152503003,-0.0184904954954955,29.8416326530612
"50","PV8_D_30_O2",149.439431450535,-0.0153585895721926,29.9758163265306
"51","BLANK1_D_32_O2",189.781531978335,-0.000973273881168693,31.883
"52","BLANK2_D_32_O2",169.010453323212,-0.000600759109311744,31.8619183673469
"53","PV11_D_32_O2",164.956821576655,-0.0178606010452962,31.9288163265306
"54","PV21_D_32_O2",136.7508196567,-0.0211541244631716,31.9399183673469
"55","PV29_D_32_O2",163.68053050662,-0.0177450815187657,31.899612244898
"56","PV3_D_32_O2",160.767748409344,-0.0248084760845384,31.8390816326531
"57","PV30_D_32_O2",163.024454966809,-0.016960182550972,31.917612244898
"58","PV32_D_32_O2",167.975649940675,-0.0188476418242491,31.7595510204082
"59","PV6_D_32_O2",166.143555199485,-0.0211261132561133,31.7681428571429
"60","PV8_D_32_O2",137.825235940803,-0.017820658411356,31.9535510204082
"61","BLANK1_D_34_O2",178.983189855623,-0.00201128419452886,34.0632857142857
"62","BLANK2_D_34_O2",159.645815080214,-0.00111775401069513,33.945693877551
"63","PV11_D_34_O2",150.352572378049,-0.0218026916376307,33.8838367346939
"64","PV21_D_34_O2",124.858534030504,-0.0258517592872244,33.817387755102
"65","PV29_D_34_O2",157.260904912118,-0.0216324483502929,33.9454285714286
"66","PV3_D_34_O2",153.225163431994,-0.0301755532064834,33.853387755102
"67","PV30_D_34_O2",157.639123404255,-0.0197404255319149,33.922693877551
"68","PV32_D_34_O2",159.239035799859,-0.0215661028893587,33.7732040816326
"69","PV6_D_34_O2",154.382152930036,-0.024144685828877,33.6728367346939
"70","PV8_D_34_O2",132.723002926829,-0.0213687804878049,33.9307551020408
"71","BLANK1_D_36_O2",170.149993972126,-0.00283299651567952,35.965387755102
"72","BLANK2_D_36_O2",151.179415909091,-0.00174747067448679,35.7732040816327
"73","PV11_D_36_O2",145.596283305448,-0.0183625418275418,35.9318775510204
"74","PV21_D_36_O2",125.752488536585,-0.0236690243902439,36.0610204081633
"75","PV29_D_36_O2",146.474649595142,-0.0208196356275303,35.9297755102041
"76","PV3_D_36_O2",140.213518963585,-0.027413081232493,35.7964285714286
"77","PV30_D_36_O2",148.208306238192,-0.0192850506072875,35.9397959183673
"78","PV32_D_36_O2",148.776930670732,-0.0217352003484321,35.676612244898
"79","PV6_D_36_O2",146.96274692389,-0.0235014693446089,35.7440816326531
"80","PV8_D_36_O2",126.194064298246,-0.0215284008097165,35.9214285714286
"81","BLANK1_D_37_O2",162.069708890013,-0.0035101720647773,36.890693877551
"82","BLANK2_D_37_O2",144.492052556448,-0.00267500542770302,36.8187346938776
"83","PV11_D_37_O2",139.31893365094,-0.0166120968239284,36.7851020408163
"84","PV21_D_37_O2",114.220652730769,-0.021359653846154,36.8616734693878
"85","PV29_D_37_O2",140.59815022409,-0.0203737535014005,36.8572040816327
"86","PV3_D_37_O2",141.341717612943,-0.0246046703296702,36.8717142857143
"87","PV30_D_37_O2",141.545892817139,-0.0186855971659919,36.9401224489796
"88","PV32_D_37_O2",143.200597466422,-0.0208532661782661,36.6340612244898
"89","PV6_D_37_O2",143.416718991936,-0.0213036693548387,36.7548775510204
