fragment.ID.full,fragment.ID,species,genotype,chamber.channel,run,temp.Cat,start.time,stop.time,light_dark,treatment
PV10_D_34_O2,PV10_D,P. verrucosa,10,7,D3,34,7:38:00 AM,7:58:00 AM,dark,enriched
PV18_D_34_O2,PV18_D,P. verrucosa,18,9,D3,34,7:38:00 AM,7:58:00 AM,dark,control
PV20_D_34_O2,PV20_D,P. verrucosa,20,2,D3,34,7:38:00 AM,7:58:00 AM,dark,control
PV22_D_34_O2,PV22_D,P. verrucosa,22,1,D3,34,7:38:00 AM,7:58:00 AM,dark,control
PV24_D_34_O2,PV24_D,P. verrucosa,24,4,D3,34,7:38:00 AM,7:58:00 AM,dark,control
BLANK5_D_34_O2,BLANK5_D,P. verrucosa,BLANK,8,D3,34,7:38:00 AM,7:58:00 AM,dark,BLANK
BLANK6_D_34_O2,BLANK6_D,P. verrucosa,BLANK,5,D3,34,7:38:00 AM,7:58:00 AM,dark,BLANK
PV4_D_36_O2,PV4_D,P. verrucosa,4,6,D3,36,8:22:00 AM,8:42:00 AM,dark,enriched
PV5_D_36_O2,PV5_D,P. verrucosa,5,10,D3,36,8:22:00 AM,8:42:00 AM,dark,enriched
PV9_D_36_O2,PV9_D,P. verrucosa,9,3,D3,36,8:22:00 AM,8:42:00 AM,dark,enriched
PV10_D_36_O2,PV10_D,P. verrucosa,10,7,D3,36,8:22:00 AM,8:42:00 AM,dark,enriched
PV18_D_36_O2,PV18_D,P. verrucosa,18,9,D3,36,8:22:00 AM,8:42:00 AM,dark,control
PV20_D_36_O2,PV20_D,P. verrucosa,20,2,D3,36,8:22:00 AM,8:42:00 AM,dark,control
PV22_D_36_O2,PV22_D,P. verrucosa,22,1,D3,36,8:22:00 AM,8:42:00 AM,dark,control
PV24_D_36_O2,PV24_D,P. verrucosa,24,4,D3,36,8:22:00 AM,8:42:00 AM,dark,control
BLANK5_D_36_O2,BLANK5_D,P. verrucosa,BLANK,8,D3,36,8:22:00 AM,8:42:00 AM,dark,BLANK
BLANK6_D_36_O2,BLANK6_D,P. verrucosa,BLANK,5,D3,36,8:22:00 AM,8:42:00 AM,dark,BLANK
PV4_D_37_O2,PV4_D,P. verrucosa,4,6,D3,37,8:55:00 AM,9:15:00 AM,dark,enriched
PV5_D_37_O2,PV5_D,P. verrucosa,5,10,D3,37,8:55:00 AM,9:15:00 AM,dark,enriched
PV9_D_37_O2,PV9_D,P. verrucosa,9,3,D3,37,8:55:00 AM,9:15:00 AM,dark,enriched
PV10_D_37_O2,PV10_D,P. verrucosa,10,7,D3,37,8:55:00 AM,9:15:00 AM,dark,enriched
PV18_D_37_O2,PV18_D,P. verrucosa,18,9,D3,37,8:55:00 AM,9:15:00 AM,dark,control
PV20_D_37_O2,PV20_D,P. verrucosa,20,2,D3,37,8:55:00 AM,9:15:00 AM,dark,control
PV22_D_37_O2,PV22_D,P. verrucosa,22,1,D3,37,8:55:00 AM,9:15:00 AM,dark,control
PV24_D_37_O2,PV24_D,P. verrucosa,24,4,D3,37,8:55:00 AM,9:15:00 AM,dark,control
BLANK5_D_37_O2,BLANK5_D,P. verrucosa,BLANK,8,D3,37,8:55:00 AM,9:15:00 AM,dark,BLANK
BLANK6_D_37_O2,BLANK6_D,P. verrucosa,BLANK,5,D3,37,8:55:00 AM,9:15:00 AM,dark,BLANK
PV4_D_38_O2,PV4_D,P. verrucosa,4,6,D3,38,9:32:00 AM,9:52:00 AM,dark,enriched
PV5_D_38_O2,PV5_D,P. verrucosa,5,10,D3,38,9:32:00 AM,9:52:00 AM,dark,enriched
PV9_D_38_O2,PV9_D,P. verrucosa,9,3,D3,38,9:32:00 AM,9:52:00 AM,dark,enriched
PV10_D_38_O2,PV10_D,P. verrucosa,10,7,D3,38,9:32:00 AM,9:52:00 AM,dark,enriched
PV18_D_38_O2,PV18_D,P. verrucosa,18,9,D3,38,9:32:00 AM,9:52:00 AM,dark,control
PV20_D_38_O2,PV20_D,P. verrucosa,20,2,D3,38,9:32:00 AM,9:52:00 AM,dark,control
PV22_D_38_O2,PV22_D,P. verrucosa,22,1,D3,38,9:32:00 AM,9:52:00 AM,dark,control
PV24_D_38_O2,PV24_D,P. verrucosa,24,4,D3,38,9:32:00 AM,9:52:00 AM,dark,control
BLANK5_D_38_O2,BLANK5_D,P. verrucosa,BLANK,8,D3,38,9:32:00 AM,9:52:00 AM,dark,BLANK
BLANK6_D_38_O2,BLANK6_D,P. verrucosa,BLANK,5,D3,38,9:32:00 AM,9:52:00 AM,dark,BLANK
PV4_D_39_O2,PV4_D,P. verrucosa,4,6,D3,39,10:07:00 AM,10:27:00 AM,dark,enriched
PV5_D_39_O2,PV5_D,P. verrucosa,5,10,D3,39,10:07:00 AM,10:27:00 AM,dark,enriched
PV9_D_39_O2,PV9_D,P. verrucosa,9,3,D3,39,10:07:00 AM,10:27:00 AM,dark,enriched
PV10_D_39_O2,PV10_D,P. verrucosa,10,7,D3,39,10:07:00 AM,10:27:00 AM,dark,enriched
PV18_D_39_O2,PV18_D,P. verrucosa,18,9,D3,39,10:07:00 AM,10:30:00 AM,dark,control
PV20_D_39_O2,PV20_D,P. verrucosa,20,2,D3,39,10:07:00 AM,10:27:00 AM,dark,control
PV22_D_39_O2,PV22_D,P. verrucosa,22,1,D3,39,10:07:00 AM,10:27:00 AM,dark,control
PV24_D_39_O2,PV24_D,P. verrucosa,24,4,D3,39,10:07:00 AM,10:27:00 AM,dark,control
BLANK5_D_39_O2,BLANK5_D,P. verrucosa,BLANK,8,D3,39,10:07:00 AM,10:27:00 AM,dark,BLANK
PV4_L_20_O2,PV4_L,P. verrucosa,4,7,L3,20,11:57:00 AM,12:17:00 PM,light,enriched
PV5_L_20_O2,PV5_L,P. verrucosa,5,1,L3,20,11:57:00 AM,12:17:00 PM,light,enriched
PV9_L_20_O2,PV9_L,P. verrucosa,9,2,L3,20,11:57:00 AM,12:17:00 PM,light,enriched
PV10_L_20_O2,PV10_L,P. verrucosa,10,10,L3,20,11:57:00 AM,12:17:00 PM,light,enriched
PV18_L_20_O2,PV18_L,P. verrucosa,18,3,L3,20,11:57:00 AM,12:17:00 PM,light,control
PV20_L_20_O2,PV20_L,P. verrucosa,20,5,L3,20,11:57:00 AM,12:17:00 PM,light,control
PV22_L_20_O2,PV22_L,P. verrucosa,22,8,L3,20,11:57:00 AM,12:17:00 PM,light,control
PV24_L_20_O2,PV24_L,P. verrucosa,24,4,L3,20,11:57:00 AM,12:17:00 PM,light,control
BLANK5_L_20_O2,BLANK5_L,P. verrucosa,BLANK,6,L3,20,11:57:00 AM,12:17:00 PM,light,BLANK
BLANK6_L_20_O2,BLANK5_L,P. verrucosa,BLANK,9,L3,20,11:57:00 AM,12:17:00 PM,light,BLANK
PV4_L_22_O2,PV4_L,P. verrucosa,4,7,L3,22,12:35:00 PM,12:55:00 PM,light,enriched
PV5_L_22_O2,PV5_L,P. verrucosa,5,1,L3,22,12:35:00 PM,12:55:00 PM,light,enriched
PV9_L_22_O2,PV9_L,P. verrucosa,9,2,L3,22,12:35:00 PM,12:55:00 PM,light,enriched
PV10_L_22_O2,PV10_L,P. verrucosa,10,10,L3,22,12:35:00 PM,12:55:00 PM,light,enriched
PV18_L_22_O2,PV18_L,P. verrucosa,18,3,L3,22,12:35:00 PM,12:55:00 PM,light,control
PV20_L_22_O2,PV20_L,P. verrucosa,20,5,L3,22,12:35:00 PM,12:55:00 PM,light,control
PV22_L_22_O2,PV22_L,P. verrucosa,22,8,L3,22,12:35:00 PM,12:55:00 PM,light,control
PV24_L_22_O2,PV24_L,P. verrucosa,24,4,L3,22,12:35:00 PM,12:55:00 PM,light,control
BLANK5_L_22_O2,BLANK5_L,P. verrucosa,BLANK,6,L3,22,12:35:00 PM,12:55:00 PM,light,BLANK
BLANK6_L_22_O2,BLANK5_L,P. verrucosa,BLANK,9,L3,22,12:35:00 PM,12:55:00 PM,light,BLANK
PV4_L_24_O2,PV4_L,P. verrucosa,4,7,L3,24,1:08:00 PM,1:28:00 PM,light,enriched
PV5_L_24_O2,PV5_L,P. verrucosa,5,1,L3,24,1:08:00 PM,1:28:00 PM,light,enriched
PV9_L_24_O2,PV9_L,P. verrucosa,9,2,L3,24,1:08:00 PM,1:28:00 PM,light,enriched
PV10_L_24_O2,PV10_L,P. verrucosa,10,10,L3,24,1:08:00 PM,1:28:00 PM,light,enriched
PV18_L_24_O2,PV18_L,P. verrucosa,18,3,L3,24,1:08:00 PM,1:28:00 PM,light,control
PV20_L_24_O2,PV20_L,P. verrucosa,20,5,L3,24,1:08:00 PM,1:28:00 PM,light,control
PV22_L_24_O2,PV22_L,P. verrucosa,22,8,L3,24,1:08:00 PM,1:28:00 PM,light,control
PV24_L_24_O2,PV24_L,P. verrucosa,24,4,L3,24,1:08:00 PM,1:28:00 PM,light,control
BLANK5_L_24_O2,BLANK5_L,P. verrucosa,BLANK,6,L3,24,1:08:00 PM,1:28:00 PM,light,BLANK
BLANK6_L_24_O2,BLANK5_L,P. verrucosa,BLANK,9,L3,24,1:08:00 PM,1:28:00 PM,light,BLANK
PV4_L_28_O2,PV4_L,P. verrucosa,4,7,L3,28,1:53:00 PM,2:13:00 PM,light,enriched
PV5_L_28_O2,PV5_L,P. verrucosa,5,1,L3,28,1:53:00 PM,2:13:00 PM,light,enriched
PV9_L_28_O2,PV9_L,P. verrucosa,9,2,L3,28,1:53:00 PM,2:13:00 PM,light,enriched
PV10_L_28_O2,PV10_L,P. verrucosa,10,10,L3,28,1:53:00 PM,2:13:00 PM,light,enriched
PV18_L_28_O2,PV18_L,P. verrucosa,18,3,L3,28,1:53:00 PM,2:13:00 PM,light,control
PV20_L_28_O2,PV20_L,P. verrucosa,20,5,L3,28,1:53:00 PM,2:13:00 PM,light,control
PV22_L_28_O2,PV22_L,P. verrucosa,22,8,L3,28,1:53:00 PM,2:13:00 PM,light,control
PV24_L_28_O2,PV24_L,P. verrucosa,24,4,L3,28,1:53:00 PM,2:13:00 PM,light,control
BLANK5_L_28_O2,BLANK5_L,P. verrucosa,BLANK,6,L3,28,1:53:00 PM,2:13:00 PM,light,BLANK
BLANK6_L_28_O2,BLANK5_L,P. verrucosa,BLANK,9,L3,28,1:53:00 PM,2:13:00 PM,light,BLANK
PV4_L_30_O2,PV4_L,P. verrucosa,4,7,L3,30,2:28:00 PM,2:48:00 PM,light,enriched
PV5_L_30_O2,PV5_L,P. verrucosa,5,1,L3,30,2:28:00 PM,2:48:00 PM,light,enriched
PV9_L_30_O2,PV9_L,P. verrucosa,9,2,L3,30,2:28:00 PM,2:48:00 PM,light,enriched
PV10_L_30_O2,PV10_L,P. verrucosa,10,10,L3,30,2:28:00 PM,2:48:00 PM,light,enriched
PV18_L_30_O2,PV18_L,P. verrucosa,18,3,L3,30,2:28:00 PM,2:48:00 PM,light,control
PV20_L_30_O2,PV20_L,P. verrucosa,20,5,L3,30,2:28:00 PM,2:48:00 PM,light,control
PV22_L_30_O2,PV22_L,P. verrucosa,22,8,L3,30,2:28:00 PM,2:48:00 PM,light,control
PV24_L_30_O2,PV24_L,P. verrucosa,24,4,L3,30,2:28:00 PM,2:48:00 PM,light,control
BLANK5_L_30_O2,BLANK5_L,P. verrucosa,BLANK,6,L3,30,2:28:00 PM,2:48:00 PM,light,BLANK
BLANK6_L_30_O2,BLANK5_L,P. verrucosa,BLANK,9,L3,30,2:28:00 PM,2:48:00 PM,light,BLANK
PV4_L_32_O2,PV4_L,P. verrucosa,4,7,L3,32,3:02:00 PM,3:22:00 PM,light,enriched
PV5_L_32_O2,PV5_L,P. verrucosa,5,1,L3,32,3:02:00 PM,3:22:00 PM,light,enriched
PV9_L_32_O2,PV9_L,P. verrucosa,9,2,L3,32,3:02:00 PM,3:22:00 PM,light,enriched
PV10_L_32_O2,PV10_L,P. verrucosa,10,10,L3,32,3:02:00 PM,3:22:00 PM,light,enriched
PV18_L_32_O2,PV18_L,P. verrucosa,18,3,L3,32,3:02:00 PM,3:22:00 PM,light,control
PV20_L_32_O2,PV20_L,P. verrucosa,20,5,L3,32,3:02:00 PM,3:22:00 PM,light,control
PV22_L_32_O2,PV22_L,P. verrucosa,22,8,L3,32,3:02:00 PM,3:22:00 PM,light,control
PV24_L_32_O2,PV24_L,P. verrucosa,24,4,L3,32,3:02:00 PM,3:22:00 PM,light,control
BLANK5_L_32_O2,BLANK5_L,P. verrucosa,BLANK,6,L3,32,3:02:00 PM,3:22:00 PM,light,BLANK
BLANK6_L_32_O2,BLANK5_L,P. verrucosa,BLANK,9,L3,32,3:02:00 PM,3:22:00 PM,light,BLANK
PV4_L_34_O2,PV4_L,P. verrucosa,4,7,L3,34,3:43:00 PM,4:03:00 PM,light,enriched
PV5_L_34_O2,PV5_L,P. verrucosa,5,1,L3,34,3:43:00 PM,4:03:00 PM,light,enriched
PV9_L_34_O2,PV9_L,P. verrucosa,9,2,L3,34,3:43:00 PM,4:03:00 PM,light,enriched
PV10_L_34_O2,PV10_L,P. verrucosa,10,10,L3,34,3:43:00 PM,4:03:00 PM,light,enriched
PV18_L_34_O2,PV18_L,P. verrucosa,18,3,L3,34,3:43:00 PM,4:03:00 PM,light,control
PV20_L_34_O2,PV20_L,P. verrucosa,20,5,L3,34,3:43:00 PM,4:03:00 PM,light,control
PV22_L_34_O2,PV22_L,P. verrucosa,22,8,L3,34,3:43:00 PM,4:03:00 PM,light,control
PV24_L_34_O2,PV24_L,P. verrucosa,24,4,L3,34,3:43:00 PM,4:03:00 PM,light,control
BLANK5_L_34_O2,BLANK5_L,P. verrucosa,BLANK,6,L3,34,3:43:00 PM,4:03:00 PM,light,BLANK
BLANK6_L_34_O2,BLANK5_L,P. verrucosa,BLANK,9,L3,34,3:43:00 PM,4:03:00 PM,light,BLANK
PV4_L_36_O2,PV4_L,P. verrucosa,4,7,L3,36,4:18:00 PM,4:38:00 PM,light,enriched
PV5_L_36_O2,PV5_L,P. verrucosa,5,1,L3,36,4:18:00 PM,4:38:00 PM,light,enriched
PV9_L_36_O2,PV9_L,P. verrucosa,9,2,L3,36,4:18:00 PM,4:38:00 PM,light,enriched
PV10_L_36_O2,PV10_L,P. verrucosa,10,10,L3,36,4:18:00 PM,4:38:00 PM,light,enriched
PV18_L_36_O2,PV18_L,P. verrucosa,18,3,L3,36,4:18:00 PM,4:38:00 PM,light,control
PV20_L_36_O2,PV20_L,P. verrucosa,20,5,L3,36,4:18:00 PM,4:38:00 PM,light,control
PV22_L_36_O2,PV22_L,P. verrucosa,22,8,L3,36,4:18:00 PM,4:38:00 PM,light,control
PV24_L_36_O2,PV24_L,P. verrucosa,24,4,L3,36,4:18:00 PM,4:38:00 PM,light,control
BLANK5_L_36_O2,BLANK5_L,P. verrucosa,BLANK,6,L3,36,4:18:00 PM,4:38:00 PM,light,BLANK
BLANK6_L_36_O2,BLANK5_L,P. verrucosa,BLANK,9,L3,36,4:18:00 PM,4:38:00 PM,light,BLANK
PV4_L_37_O2,PV4_L,P. verrucosa,4,7,L3,37,4:56:00 PM,5:16:00 PM,light,enriched
PV5_L_37_O2,PV5_L,P. verrucosa,5,1,L3,37,4:56:00 PM,5:16:00 PM,light,enriched
PV9_L_37_O2,PV9_L,P. verrucosa,9,2,L3,37,4:56:00 PM,5:16:00 PM,light,enriched
PV10_L_37_O2,PV10_L,P. verrucosa,10,10,L3,37,4:56:00 PM,5:16:00 PM,light,enriched
PV18_L_37_O2,PV18_L,P. verrucosa,18,3,L3,37,4:56:00 PM,5:16:00 PM,light,control
PV20_L_37_O2,PV20_L,P. verrucosa,20,5,L3,37,4:56:00 PM,5:16:00 PM,light,control
PV22_L_37_O2,PV22_L,P. verrucosa,22,8,L3,37,4:56:00 PM,5:16:00 PM,light,control
PV24_L_37_O2,PV24_L,P. verrucosa,24,4,L3,37,4:56:00 PM,5:16:00 PM,light,control
BLANK5_L_37_O2,BLANK5_L,P. verrucosa,BLANK,6,L3,37,4:56:00 PM,5:16:00 PM,light,BLANK
BLANK6_L_37_O2,BLANK5_L,P. verrucosa,BLANK,9,L3,37,4:56:00 PM,5:16:00 PM,light,BLANK
PV12_D_20_O2,PV12_D,P. verrucosa,12,8,D4,20,4:10:00 AM,4:30:00 AM,dark,enriched
PV14_D_20_O2,PV14_D,P. verrucosa,14,4,D4,20,4:10:00 AM,4:30:00 AM,dark,enriched
PV15_D_20_O2,PV15_D,P. verrucosa,15,5,D4,20,4:10:00 AM,4:30:00 AM,dark,enriched
PV16_D_20_O2,PV16_D,P. verrucosa,16,6,D4,20,4:10:00 AM,4:30:00 AM,dark,enriched
PV26_D_20_O2,PV26_D,P. verrucosa,26,7,D4,20,4:10:00 AM,4:30:00 AM,dark,control
PV27_D_20_O2,PV27_D,P. verrucosa,27,3,D4,20,4:10:00 AM,4:30:00 AM,dark,control
PV28_D_20_O2,PV28_D,P. verrucosa,28,9,D4,20,4:10:00 AM,4:30:00 AM,dark,control
PV31_D_20_O2,PV31_D,P. verrucosa,31,2,D4,20,4:10:00 AM,4:30:00 AM,dark,control
BLANK7_D_20_O2,BLANK7_D,P. verrucosa,BLANK,10,D4,20,4:10:00 AM,4:30:00 AM,dark,BLANK
BLANK8_D_20_O2,BLANK8_D,P. verrucosa,BLANK,1,D4,20,4:10:00 AM,4:30:00 AM,dark,BLANK
PV12_D_22_O2,PV12_D,P. verrucosa,12,8,D4,22,4:46:00 AM,5:06:00 AM,dark,enriched
PV14_D_22_O2,PV14_D,P. verrucosa,14,4,D4,22,4:46:00 AM,5:06:00 AM,dark,enriched
PV15_D_22_O2,PV15_D,P. verrucosa,15,5,D4,22,4:46:00 AM,5:06:00 AM,dark,enriched
PV16_D_22_O2,PV16_D,P. verrucosa,16,6,D4,22,4:46:00 AM,5:06:00 AM,dark,enriched
PV26_D_22_O2,PV26_D,P. verrucosa,26,7,D4,22,4:46:00 AM,5:06:00 AM,dark,control
PV27_D_22_O2,PV27_D,P. verrucosa,27,3,D4,22,4:46:00 AM,5:06:00 AM,dark,control
PV28_D_22_O2,PV28_D,P. verrucosa,28,9,D4,22,4:46:00 AM,5:06:00 AM,dark,control
PV31_D_22_O2,PV31_D,P. verrucosa,31,2,D4,22,4:46:00 AM,5:06:00 AM,dark,control
BLANK7_D_22_O2,BLANK7_D,P. verrucosa,BLANK,10,D4,22,4:46:00 AM,5:06:00 AM,dark,BLANK
BLANK8_D_22_O2,BLANK8_D,P. verrucosa,BLANK,1,D4,22,4:46:00 AM,5:06:00 AM,dark,BLANK
PV12_D_24_O2,PV12_D,P. verrucosa,12,8,D4,24,5:21:00 AM,5:41:00 AM,dark,enriched
PV14_D_24_O2,PV14_D,P. verrucosa,14,4,D4,24,5:21:00 AM,5:41:00 AM,dark,enriched
PV15_D_24_O2,PV15_D,P. verrucosa,15,5,D4,24,5:21:00 AM,5:41:00 AM,dark,enriched
PV16_D_24_O2,PV16_D,P. verrucosa,16,6,D4,24,5:21:00 AM,5:41:00 AM,dark,enriched
PV26_D_24_O2,PV26_D,P. verrucosa,26,7,D4,24,5:21:00 AM,5:41:00 AM,dark,control
PV27_D_24_O2,PV27_D,P. verrucosa,27,3,D4,24,5:21:00 AM,5:41:00 AM,dark,control
PV28_D_24_O2,PV28_D,P. verrucosa,28,9,D4,24,5:21:00 AM,5:41:00 AM,dark,control
PV31_D_24_O2,PV31_D,P. verrucosa,31,2,D4,24,5:21:00 AM,5:41:00 AM,dark,control
BLANK7_D_24_O2,BLANK7_D,P. verrucosa,BLANK,10,D4,24,5:21:00 AM,5:41:00 AM,dark,BLANK
BLANK8_D_24_O2,BLANK8_D,P. verrucosa,BLANK,1,D4,24,5:21:00 AM,5:41:00 AM,dark,BLANK
PV12_D_28_O2,PV12_D,P. verrucosa,12,8,D4,28,6:03:00 AM,6:23:00 AM,dark,enriched
PV14_D_28_O2,PV14_D,P. verrucosa,14,4,D4,28,6:03:00 AM,6:23:00 AM,dark,enriched
PV15_D_28_O2,PV15_D,P. verrucosa,15,5,D4,28,6:03:00 AM,6:23:00 AM,dark,enriched
PV16_D_28_O2,PV16_D,P. verrucosa,16,6,D4,28,6:03:00 AM,6:23:00 AM,dark,enriched
PV26_D_28_O2,PV26_D,P. verrucosa,26,7,D4,28,6:03:00 AM,6:23:00 AM,dark,control
PV27_D_28_O2,PV27_D,P. verrucosa,27,3,D4,28,6:03:00 AM,6:23:00 AM,dark,control
PV28_D_28_O2,PV28_D,P. verrucosa,28,9,D4,28,6:03:00 AM,6:23:00 AM,dark,control
PV31_D_28_O2,PV31_D,P. verrucosa,31,2,D4,28,6:03:00 AM,6:23:00 AM,dark,control
BLANK7_D_28_O2,BLANK7_D,P. verrucosa,BLANK,10,D4,28,6:03:00 AM,6:23:00 AM,dark,BLANK
BLANK8_D_28_O2,BLANK8_D,P. verrucosa,BLANK,1,D4,28,6:03:00 AM,6:23:00 AM,dark,BLANK
PV12_D_30_O2,PV12_D,P. verrucosa,12,8,D4,30,6:37:00 AM,6:57:00 AM,dark,enriched
PV14_D_30_O2,PV14_D,P. verrucosa,14,4,D4,30,6:37:00 AM,6:57:00 AM,dark,enriched
PV15_D_30_O2,PV15_D,P. verrucosa,15,5,D4,30,6:37:00 AM,6:57:00 AM,dark,enriched
PV16_D_30_O2,PV16_D,P. verrucosa,16,6,D4,30,6:37:00 AM,6:57:00 AM,dark,enriched
PV26_D_30_O2,PV26_D,P. verrucosa,26,7,D4,30,6:37:00 AM,6:57:00 AM,dark,control
PV27_D_30_O2,PV27_D,P. verrucosa,27,3,D4,30,6:37:00 AM,6:57:00 AM,dark,control
PV28_D_30_O2,PV28_D,P. verrucosa,28,9,D4,30,6:37:00 AM,6:57:00 AM,dark,control
PV31_D_30_O2,PV31_D,P. verrucosa,31,2,D4,30,6:37:00 AM,6:57:00 AM,dark,control
BLANK7_D_30_O2,BLANK7_D,P. verrucosa,BLANK,10,D4,30,6:37:00 AM,6:57:00 AM,dark,BLANK
BLANK8_D_30_O2,BLANK8_D,P. verrucosa,BLANK,1,D4,30,6:37:00 AM,6:57:00 AM,dark,BLANK
PV12_D_32_O2,PV12_D,P. verrucosa,12,8,D4,32,7:13:00 AM,7:33:00 AM,dark,enriched
PV14_D_32_O2,PV14_D,P. verrucosa,14,4,D4,32,7:13:00 AM,7:33:00 AM,dark,enriched
PV15_D_32_O2,PV15_D,P. verrucosa,15,5,D4,32,7:13:00 AM,7:33:00 AM,dark,enriched
PV16_D_32_O2,PV16_D,P. verrucosa,16,6,D4,32,7:13:00 AM,7:33:00 AM,dark,enriched
PV26_D_32_O2,PV26_D,P. verrucosa,26,7,D4,32,7:13:00 AM,7:33:00 AM,dark,control
PV27_D_32_O2,PV27_D,P. verrucosa,27,3,D4,32,7:13:00 AM,7:33:00 AM,dark,control
PV28_D_32_O2,PV28_D,P. verrucosa,28,9,D4,32,7:13:00 AM,7:33:00 AM,dark,control
PV31_D_32_O2,PV31_D,P. verrucosa,31,2,D4,32,7:13:00 AM,7:33:00 AM,dark,control
BLANK7_D_32_O2,BLANK7_D,P. verrucosa,BLANK,10,D4,32,7:13:00 AM,7:33:00 AM,dark,BLANK
BLANK8_D_32_O2,BLANK8_D,P. verrucosa,BLANK,1,D4,32,7:13:00 AM,7:33:00 AM,dark,BLANK
PV12_D_34_O2,PV12_D,P. verrucosa,12,8,D4,34,7:47:00 AM,8:07:00 AM,dark,enriched
PV14_D_34_O2,PV14_D,P. verrucosa,14,4,D4,34,7:47:00 AM,8:07:00 AM,dark,enriched
PV15_D_34_O2,PV15_D,P. verrucosa,15,5,D4,34,7:47:00 AM,8:07:00 AM,dark,enriched
PV16_D_34_O2,PV16_D,P. verrucosa,16,6,D4,34,7:47:00 AM,8:07:00 AM,dark,enriched
PV26_D_34_O2,PV26_D,P. verrucosa,26,7,D4,34,7:47:00 AM,8:07:00 AM,dark,control
PV27_D_34_O2,PV27_D,P. verrucosa,27,3,D4,34,7:47:00 AM,8:07:00 AM,dark,control
PV28_D_34_O2,PV28_D,P. verrucosa,28,9,D4,34,7:47:00 AM,8:07:00 AM,dark,control
PV31_D_34_O2,PV31_D,P. verrucosa,31,2,D4,34,7:47:00 AM,8:07:00 AM,dark,control
BLANK7_D_34_O2,BLANK7_D,P. verrucosa,BLANK,10,D4,34,7:47:00 AM,8:07:00 AM,dark,BLANK
BLANK8_D_34_O2,BLANK8_D,P. verrucosa,BLANK,1,D4,34,7:47:00 AM,8:07:00 AM,dark,BLANK
PV12_D_36_O2,PV12_D,P. verrucosa,12,8,D4,36,8:33:00 AM,8:54:00 AM,dark,enriched
PV14_D_36_O2,PV14_D,P. verrucosa,14,4,D4,36,8:33:00 AM,8:54:00 AM,dark,enriched
PV15_D_36_O2,PV15_D,P. verrucosa,15,5,D4,36,8:33:00 AM,8:54:00 AM,dark,enriched
PV16_D_36_O2,PV16_D,P. verrucosa,16,6,D4,36,8:33:00 AM,8:54:00 AM,dark,enriched
PV26_D_36_O2,PV26_D,P. verrucosa,26,7,D4,36,8:33:00 AM,8:54:00 AM,dark,control
PV27_D_36_O2,PV27_D,P. verrucosa,27,3,D4,36,8:33:00 AM,8:54:00 AM,dark,control
PV28_D_36_O2,PV28_D,P. verrucosa,28,9,D4,36,8:33:00 AM,8:54:00 AM,dark,control
PV31_D_36_O2,PV31_D,P. verrucosa,31,2,D4,36,8:33:00 AM,8:54:00 AM,dark,control
BLANK7_D_36_O2,BLANK7_D,P. verrucosa,BLANK,10,D4,36,8:33:00 AM,8:54:00 AM,dark,BLANK
BLANK8_D_36_O2,BLANK8_D,P. verrucosa,BLANK,1,D4,36,8:33:00 AM,8:54:00 AM,dark,BLANK
PV12_D_37_O2,PV12_D,P. verrucosa,12,8,D4,37,9:09:00 AM,9:29:00 AM,dark,enriched
PV14_D_37_O2,PV14_D,P. verrucosa,14,4,D4,37,9:09:00 AM,9:29:00 AM,dark,enriched
PV15_D_37_O2,PV15_D,P. verrucosa,15,5,D4,37,9:09:00 AM,9:29:00 AM,dark,enriched
PV16_D_37_O2,PV16_D,P. verrucosa,16,6,D4,37,9:09:00 AM,9:29:00 AM,dark,enriched
PV26_D_37_O2,PV26_D,P. verrucosa,26,7,D4,37,9:09:00 AM,9:29:00 AM,dark,control
PV27_D_37_O2,PV27_D,P. verrucosa,27,3,D4,37,9:09:00 AM,9:29:00 AM,dark,control
PV28_D_37_O2,PV28_D,P. verrucosa,28,9,D4,37,9:09:00 AM,9:29:00 AM,dark,control
PV31_D_37_O2,PV31_D,P. verrucosa,31,2,D4,37,9:09:00 AM,9:29:00 AM,dark,control
BLANK7_D_37_O2,BLANK7_D,P. verrucosa,BLANK,10,D4,37,9:09:00 AM,9:29:00 AM,dark,BLANK
BLANK8_D_37_O2,BLANK8_D,P. verrucosa,BLANK,1,D4,37,9:09:00 AM,9:29:00 AM,dark,BLANK
PV12_D_38_O2,PV12_D,P. verrucosa,12,8,D4,38,9:42:00 AM,10:02:00 AM,dark,enriched
PV14_D_38_O2,PV14_D,P. verrucosa,14,4,D4,38,9:42:00 AM,10:02:00 AM,dark,enriched
PV15_D_38_O2,PV15_D,P. verrucosa,15,5,D4,38,9:42:00 AM,10:02:00 AM,dark,enriched
PV16_D_38_O2,PV16_D,P. verrucosa,16,6,D4,38,9:42:00 AM,10:02:00 AM,dark,enriched
PV26_D_38_O2,PV26_D,P. verrucosa,26,7,D4,38,9:42:00 AM,10:02:00 AM,dark,control
PV27_D_38_O2,PV27_D,P. verrucosa,27,3,D4,38,9:42:00 AM,10:02:00 AM,dark,control
PV28_D_38_O2,PV28_D,P. verrucosa,28,9,D4,38,9:42:00 AM,10:02:00 AM,dark,control
PV31_D_38_O2,PV31_D,P. verrucosa,31,2,D4,38,9:42:00 AM,10:02:00 AM,dark,control
