fragment.ID.full,fragment.ID,species,genotype,chamber.channel,run,temp.Cat,start.time,stop.time,light_dark,treatment
BLANK4_D_24_O2,BLANK4_D,P. verrucosa,BLANK,10,D2,24,5:09:00 AM,5:29:00 AM,dark,BLANK
PV1_D_28_O2,PV1_D,P. verrucosa,1,8,D2,28,5:56:00 AM,6:16:00 AM,dark,enriched
PV2_D_28_O2,PV2_D,P. verrucosa,2,4,D2,28,5:56:00 AM,6:16:00 AM,dark,enriched
PV7_D_28_O2,PV7_D,P. verrucosa,7,5,D2,28,5:56:00 AM,6:16:00 AM,dark,enriched
PV13_D_28_O2,PV13_D,P. verrucosa,13,2,D2,28,5:56:00 AM,6:16:00 AM,dark,enriched
PV17_D_28_O2,PV17_D,P. verrucosa,17,6,D2,28,5:56:00 AM,6:16:00 AM,dark,control
PV19_D_28_O2,PV19_D,P. verrucosa,19,3,D2,28,5:56:00 AM,6:16:00 AM,dark,control
PV23_D_28_O2,PV23_D,P. verrucosa,23,9,D2,28,5:56:00 AM,6:16:00 AM,dark,control
PV25_D_28_O2,PV25_D,P. verrucosa,25,1,D2,28,5:56:00 AM,6:16:00 AM,dark,control
BLANK3_D_28_O2,BLANK3_D,P. verrucosa,BLANK,7,D2,28,5:56:00 AM,6:16:00 AM,dark,BLANK
BLANK4_D_28_O2,BLANK4_D,P. verrucosa,BLANK,10,D2,28,5:56:00 AM,6:16:00 AM,dark,BLANK
PV1_D_30_O2,PV1_D,P. verrucosa,1,8,D2,30,6:31:00 AM,6:51:00 AM,dark,enriched
PV2_D_30_O2,PV2_D,P. verrucosa,2,4,D2,30,6:31:00 AM,6:51:00 AM,dark,enriched
PV7_D_30_O2,PV7_D,P. verrucosa,7,5,D2,30,6:31:00 AM,6:51:00 AM,dark,enriched
PV13_D_30_O2,PV13_D,P. verrucosa,13,2,D2,30,6:31:00 AM,6:51:00 AM,dark,enriched
PV17_D_30_O2,PV17_D,P. verrucosa,17,6,D2,30,6:31:00 AM,6:51:00 AM,dark,control
PV19_D_30_O2,PV19_D,P. verrucosa,19,3,D2,30,6:31:00 AM,6:51:00 AM,dark,control
PV23_D_30_O2,PV23_D,P. verrucosa,23,9,D2,30,6:31:00 AM,6:51:00 AM,dark,control
PV25_D_30_O2,PV25_D,P. verrucosa,25,1,D2,30,6:31:00 AM,6:51:00 AM,dark,control
BLANK3_D_30_O2,BLANK3_D,P. verrucosa,BLANK,7,D2,30,6:31:00 AM,6:51:00 AM,dark,BLANK
BLANK4_D_30_O2,BLANK4_D,P. verrucosa,BLANK,10,D2,30,6:31:00 AM,6:51:00 AM,dark,BLANK
PV1_D_32_O2,PV1_D,P. verrucosa,1,8,D2,32,7:03:00 AM,7:25:00 AM,dark,enriched
PV2_D_32_O2,PV2_D,P. verrucosa,2,4,D2,32,7:03:00 AM,7:25:00 AM,dark,enriched
PV7_D_32_O2,PV7_D,P. verrucosa,7,5,D2,32,7:03:00 AM,7:25:00 AM,dark,enriched
PV13_D_32_O2,PV13_D,P. verrucosa,13,2,D2,32,7:03:00 AM,7:25:00 AM,dark,enriched
PV17_D_32_O2,PV17_D,P. verrucosa,17,6,D2,32,7:03:00 AM,7:25:00 AM,dark,control
PV19_D_32_O2,PV19_D,P. verrucosa,19,3,D2,32,7:03:00 AM,7:25:00 AM,dark,control
PV23_D_32_O2,PV23_D,P. verrucosa,23,9,D2,32,7:03:00 AM,7:25:00 AM,dark,control
PV25_D_32_O2,PV25_D,P. verrucosa,25,1,D2,32,7:03:00 AM,7:25:00 AM,dark,control
BLANK3_D_32_O2,BLANK3_D,P. verrucosa,BLANK,7,D2,32,7:03:00 AM,7:25:00 AM,dark,BLANK
BLANK4_D_32_O2,BLANK4_D,P. verrucosa,BLANK,10,D2,32,7:03:00 AM,7:25:00 AM,dark,BLANK
PV1_D_34_O2,PV1_D,P. verrucosa,1,8,D2,34,7:41:00 AM,8:01:00 AM,dark,enriched
PV2_D_34_O2,PV2_D,P. verrucosa,2,4,D2,34,7:41:00 AM,8:01:00 AM,dark,enriched
PV7_D_34_O2,PV7_D,P. verrucosa,7,5,D2,34,7:41:00 AM,8:01:00 AM,dark,enriched
PV13_D_34_O2,PV13_D,P. verrucosa,13,2,D2,34,7:41:00 AM,8:01:00 AM,dark,enriched
PV17_D_34_O2,PV17_D,P. verrucosa,17,6,D2,34,7:41:00 AM,8:01:00 AM,dark,control
PV19_D_34_O2,PV19_D,P. verrucosa,19,3,D2,34,7:41:00 AM,8:01:00 AM,dark,control
PV23_D_34_O2,PV23_D,P. verrucosa,23,9,D2,34,7:41:00 AM,8:01:00 AM,dark,control
PV25_D_34_O2,PV25_D,P. verrucosa,25,1,D2,34,7:41:00 AM,8:01:00 AM,dark,control
BLANK3_D_34_O2,BLANK3_D,P. verrucosa,BLANK,7,D2,34,7:41:00 AM,8:01:00 AM,dark,BLANK
BLANK4_D_34_O2,BLANK4_D,P. verrucosa,BLANK,10,D2,34,7:41:00 AM,8:01:00 AM,dark,BLANK
PV1_D_36_O2,PV1_D,P. verrucosa,1,8,D2,36,8:28:00 AM,8:50:00 AM,dark,enriched
PV2_D_36_O2,PV2_D,P. verrucosa,2,4,D2,36,8:28:00 AM,8:50:00 AM,dark,enriched
PV7_D_36_O2,PV7_D,P. verrucosa,7,5,D2,36,8:28:00 AM,8:50:00 AM,dark,enriched
PV13_D_36_O2,PV13_D,P. verrucosa,13,2,D2,36,8:28:00 AM,8:50:00 AM,dark,enriched
PV17_D_36_O2,PV17_D,P. verrucosa,17,6,D2,36,8:28:00 AM,8:50:00 AM,dark,control
PV19_D_36_O2,PV19_D,P. verrucosa,19,3,D2,36,8:28:00 AM,8:50:00 AM,dark,control
PV23_D_36_O2,PV23_D,P. verrucosa,23,9,D2,36,8:28:00 AM,8:50:00 AM,dark,control
PV25_D_36_O2,PV25_D,P. verrucosa,25,1,D2,36,8:28:00 AM,8:50:00 AM,dark,control
BLANK3_D_36_O2,BLANK3_D,P. verrucosa,BLANK,7,D2,36,8:28:00 AM,8:50:00 AM,dark,BLANK
BLANK4_D_36_O2,BLANK4_D,P. verrucosa,BLANK,10,D2,36,8:28:00 AM,8:50:00 AM,dark,BLANK
PV1_D_37_O2,PV1_D,P. verrucosa,1,8,D2,37,9:06:00 AM,9:26:00 AM,dark,enriched
PV2_D_37_O2,PV2_D,P. verrucosa,2,4,D2,37,9:06:00 AM,9:26:00 AM,dark,enriched
PV7_D_37_O2,PV7_D,P. verrucosa,7,5,D2,37,9:06:00 AM,9:26:00 AM,dark,enriched
PV13_D_37_O2,PV13_D,P. verrucosa,13,2,D2,37,9:06:00 AM,9:26:00 AM,dark,enriched
PV17_D_37_O2,PV17_D,P. verrucosa,17,6,D2,37,9:06:00 AM,9:26:00 AM,dark,control
PV19_D_37_O2,PV19_D,P. verrucosa,19,3,D2,37,9:06:00 AM,9:26:00 AM,dark,control
PV23_D_37_O2,PV23_D,P. verrucosa,23,9,D2,37,9:06:00 AM,9:26:00 AM,dark,control
PV25_D_37_O2,PV25_D,P. verrucosa,25,1,D2,37,9:06:00 AM,9:26:00 AM,dark,control
BLANK3_D_37_O2,BLANK3_D,P. verrucosa,BLANK,7,D2,37,9:06:00 AM,9:26:00 AM,dark,BLANK
BLANK4_D_37_O2,BLANK4_D,P. verrucosa,BLANK,10,D2,37,9:06:00 AM,9:26:00 AM,dark,BLANK
PV1_D_38_O2,PV1_D,P. verrucosa,1,8,D2,38,9:44:00 AM,10:04:00 AM,dark,enriched
PV2_D_38_O2,PV2_D,P. verrucosa,2,4,D2,38,9:44:00 AM,10:04:00 AM,dark,enriched
PV7_D_38_O2,PV7_D,P. verrucosa,7,5,D2,38,9:44:00 AM,10:04:00 AM,dark,enriched
PV13_D_38_O2,PV13_D,P. verrucosa,13,2,D2,38,9:44:00 AM,10:04:00 AM,dark,enriched
PV17_D_38_O2,PV17_D,P. verrucosa,17,6,D2,38,9:44:00 AM,10:04:00 AM,dark,control
PV19_D_38_O2,PV19_D,P. verrucosa,19,3,D2,38,9:44:00 AM,10:04:00 AM,dark,control
PV23_D_38_O2,PV23_D,P. verrucosa,23,9,D2,38,9:44:00 AM,10:04:00 AM,dark,control
PV25_D_38_O2,PV25_D,P. verrucosa,25,1,D2,38,9:44:00 AM,10:04:00 AM,dark,control
BLANK3_D_38_O2,BLANK3_D,P. verrucosa,BLANK,7,D2,38,9:44:00 AM,10:04:00 AM,dark,BLANK
BLANK4_D_38_O2,BLANK4_D,P. verrucosa,BLANK,10,D2,38,9:44:00 AM,10:04:00 AM,dark,BLANK
PV1_D_39_O2,PV1_D,P. verrucosa,1,8,D2,39,10:23:00 AM,10:43:00 AM,dark,enriched
PV2_D_39_O2,PV2_D,P. verrucosa,2,4,D2,39,10:23:00 AM,10:43:00 AM,dark,enriched
PV7_D_39_O2,PV7_D,P. verrucosa,7,5,D2,39,10:23:00 AM,10:43:00 AM,dark,enriched
PV13_D_39_O2,PV13_D,P. verrucosa,13,2,D2,39,10:23:00 AM,10:43:00 AM,dark,enriched
PV17_D_39_O2,PV17_D,P. verrucosa,17,6,D2,39,10:23:00 AM,10:43:00 AM,dark,control
PV19_D_39_O2,PV19_D,P. verrucosa,19,3,D2,39,10:23:00 AM,10:43:00 AM,dark,control
PV23_D_39_O2,PV23_D,P. verrucosa,23,9,D2,39,10:23:00 AM,10:43:00 AM,dark,control
PV25_D_39_O2,PV25_D,P. verrucosa,25,1,D2,39,10:23:00 AM,10:43:00 AM,dark,control
BLANK3_D_39_O2,BLANK3_D,P. verrucosa,BLANK,7,D2,39,10:23:00 AM,10:43:00 AM,dark,BLANK
BLANK4_D_39_O2,BLANK4_D,P. verrucosa,BLANK,10,D2,39,10:23:00 AM,10:43:00 AM,dark,BLANK
PV1_L_20_O2,PV1_L,P. verrucosa,1,9,L2,20,11:55:00 AM,12:15:00 PM,light,enriched
PV2_L_20_O2,PV2_L,P. verrucosa,2,2,L2,20,11:55:00 AM,12:15:00 PM,light,enriched
PV7_L_20_O2,PV7_L,P. verrucosa,7,5,L2,20,11:55:00 AM,12:15:00 PM,light,enriched
PV13_L_20_O2,PV13_L,P. verrucosa,13,3,L2,20,11:55:00 AM,12:15:00 PM,light,enriched
PV17_L_20_O2,PV17_L,P. verrucosa,17,6,L2,20,11:55:00 AM,12:15:00 PM,light,control
PV19_L_20_O2,PV19_L,P. verrucosa,19,4,L2,20,11:55:00 AM,12:15:00 PM,light,control
PV23_L_20_O2,PV23_L,P. verrucosa,23,10,L2,20,11:55:00 AM,12:15:00 PM,light,control
PV25_L_20_O2,PV25_L,P. verrucosa,25,1,L2,20,11:55:00 AM,12:15:00 PM,light,control
BLANK3_L_20_O2,BLANK3_L,P. verrucosa,BLANK,8,L2,20,11:55:00 AM,12:15:00 PM,light,BLANK
BLANK4_L_20_O2,BLANK4_L,P. verrucosa,BLANK,7,L2,20,11:55:00 AM,12:15:00 PM,light,BLANK
PV1_L_22_O2,PV1_L,P. verrucosa,1,9,L2,22,12:31:00 PM,12:51:00 PM,light,enriched
PV2_L_22_O2,PV2_L,P. verrucosa,2,2,L2,22,12:31:00 PM,12:51:00 PM,light,enriched
PV7_L_22_O2,PV7_L,P. verrucosa,7,5,L2,22,12:31:00 PM,12:51:00 PM,light,enriched
PV13_L_22_O2,PV13_L,P. verrucosa,13,3,L2,22,12:31:00 PM,12:51:00 PM,light,enriched
PV17_L_22_O2,PV17_L,P. verrucosa,17,6,L2,22,12:31:00 PM,12:51:00 PM,light,control
PV19_L_22_O2,PV19_L,P. verrucosa,19,4,L2,22,12:31:00 PM,12:51:00 PM,light,control
PV23_L_22_O2,PV23_L,P. verrucosa,23,10,L2,22,12:31:00 PM,12:51:00 PM,light,control
PV25_L_22_O2,PV25_L,P. verrucosa,25,1,L2,22,12:31:00 PM,12:51:00 PM,light,control
BLANK3_L_22_O2,BLANK3_L,P. verrucosa,BLANK,8,L2,22,12:31:00 PM,12:51:00 PM,light,BLANK
BLANK4_L_22_O2,BLANK4_L,P. verrucosa,BLANK,7,L2,22,12:31:00 PM,12:51:00 PM,light,BLANK
PV1_L_24_O2,PV1_L,P. verrucosa,1,9,L2,24,1:05:00 PM,1:25:00 PM,light,enriched
PV2_L_24_O2,PV2_L,P. verrucosa,2,2,L2,24,1:05:00 PM,1:25:00 PM,light,enriched
PV7_L_24_O2,PV7_L,P. verrucosa,7,5,L2,24,1:05:00 PM,1:25:00 PM,light,enriched
PV13_L_24_O2,PV13_L,P. verrucosa,13,3,L2,24,1:05:00 PM,1:25:00 PM,light,enriched
PV17_L_24_O2,PV17_L,P. verrucosa,17,6,L2,24,1:05:00 PM,1:25:00 PM,light,control
PV19_L_24_O2,PV19_L,P. verrucosa,19,4,L2,24,1:05:00 PM,1:25:00 PM,light,control
PV23_L_24_O2,PV23_L,P. verrucosa,23,10,L2,24,1:05:00 PM,1:25:00 PM,light,control
PV25_L_24_O2,PV25_L,P. verrucosa,25,1,L2,24,1:05:00 PM,1:25:00 PM,light,control
BLANK3_L_24_O2,BLANK3_L,P. verrucosa,BLANK,8,L2,24,1:05:00 PM,1:25:00 PM,light,BLANK
BLANK4_L_24_O2,BLANK4_L,P. verrucosa,BLANK,7,L2,24,1:05:00 PM,1:25:00 PM,light,BLANK
PV1_L_28_O2,PV1_L,P. verrucosa,1,9,L2,28,1:52:00 PM,2:12:00 PM,light,enriched
PV2_L_28_O2,PV2_L,P. verrucosa,2,2,L2,28,1:52:00 PM,2:12:00 PM,light,enriched
PV7_L_28_O2,PV7_L,P. verrucosa,7,5,L2,28,1:52:00 PM,2:12:00 PM,light,enriched
PV13_L_28_O2,PV13_L,P. verrucosa,13,3,L2,28,1:52:00 PM,2:12:00 PM,light,enriched
PV17_L_28_O2,PV17_L,P. verrucosa,17,6,L2,28,1:52:00 PM,2:12:00 PM,light,control
PV19_L_28_O2,PV19_L,P. verrucosa,19,4,L2,28,1:52:00 PM,2:12:00 PM,light,control
PV23_L_28_O2,PV23_L,P. verrucosa,23,10,L2,28,1:52:00 PM,2:12:00 PM,light,control
PV25_L_28_O2,PV25_L,P. verrucosa,25,1,L2,28,1:52:00 PM,2:12:00 PM,light,control
BLANK3_L_28_O2,BLANK3_L,P. verrucosa,BLANK,8,L2,28,1:52:00 PM,2:12:00 PM,light,BLANK
BLANK4_L_28_O2,BLANK4_L,P. verrucosa,BLANK,7,L2,28,1:52:00 PM,2:12:00 PM,light,BLANK
PV1_L_30_O2,PV1_L,P. verrucosa,1,9,L2,30,2:26:00 PM,2:50:00 PM,light,enriched
PV2_L_30_O2,PV2_L,P. verrucosa,2,2,L2,30,2:26:00 PM,2:46:00 PM,light,enriched
PV7_L_30_O2,PV7_L,P. verrucosa,7,5,L2,30,2:26:00 PM,2:46:00 PM,light,enriched
PV13_L_30_O2,PV13_L,P. verrucosa,13,3,L2,30,2:26:00 PM,2:46:00 PM,light,enriched
PV17_L_30_O2,PV17_L,P. verrucosa,17,6,L2,30,2:26:00 PM,2:46:00 PM,light,control
PV19_L_30_O2,PV19_L,P. verrucosa,19,4,L2,30,2:26:00 PM,2:46:00 PM,light,control
PV23_L_30_O2,PV23_L,P. verrucosa,23,10,L2,30,2:26:00 PM,2:46:00 PM,light,control
PV25_L_30_O2,PV25_L,P. verrucosa,25,1,L2,30,2:26:00 PM,2:46:00 PM,light,control
BLANK3_L_30_O2,BLANK3_L,P. verrucosa,BLANK,8,L2,30,2:26:00 PM,2:46:00 PM,light,BLANK
BLANK4_L_30_O2,BLANK4_L,P. verrucosa,BLANK,7,L2,30,2:26:00 PM,2:46:00 PM,light,BLANK
PV1_L_32_O2,PV1_L,P. verrucosa,1,9,L2,32,3:01:00 PM,3:21:00 PM,light,enriched
PV2_L_32_O2,PV2_L,P. verrucosa,2,2,L2,32,3:01:00 PM,3:21:00 PM,light,enriched
PV7_L_32_O2,PV7_L,P. verrucosa,7,5,L2,32,3:01:00 PM,3:21:00 PM,light,enriched
PV13_L_32_O2,PV13_L,P. verrucosa,13,3,L2,32,3:01:00 PM,3:21:00 PM,light,enriched
PV17_L_32_O2,PV17_L,P. verrucosa,17,6,L2,32,3:01:00 PM,3:21:00 PM,light,control
PV19_L_32_O2,PV19_L,P. verrucosa,19,4,L2,32,3:01:00 PM,3:21:00 PM,light,control
PV23_L_32_O2,PV23_L,P. verrucosa,23,10,L2,32,3:01:00 PM,3:21:00 PM,light,control
PV25_L_32_O2,PV25_L,P. verrucosa,25,1,L2,32,3:01:00 PM,3:21:00 PM,light,control
BLANK3_L_32_O2,BLANK3_L,P. verrucosa,BLANK,8,L2,32,3:01:00 PM,3:21:00 PM,light,BLANK
BLANK4_L_32_O2,BLANK4_L,P. verrucosa,BLANK,7,L2,32,3:01:00 PM,3:21:00 PM,light,BLANK
PV1_L_34_O2,PV1_L,P. verrucosa,1,9,L2,34,3:34:00 PM,3:54:00 PM,light,enriched
PV2_L_34_O2,PV2_L,P. verrucosa,2,2,L2,34,3:34:00 PM,3:54:00 PM,light,enriched
PV7_L_34_O2,PV7_L,P. verrucosa,7,5,L2,34,3:34:00 PM,3:54:00 PM,light,enriched
PV13_L_34_O2,PV13_L,P. verrucosa,13,3,L2,34,3:34:00 PM,3:54:00 PM,light,enriched
PV17_L_34_O2,PV17_L,P. verrucosa,17,6,L2,34,3:34:00 PM,3:54:00 PM,light,control
PV19_L_34_O2,PV19_L,P. verrucosa,19,4,L2,34,3:34:00 PM,3:54:00 PM,light,control
PV23_L_34_O2,PV23_L,P. verrucosa,23,10,L2,34,3:34:00 PM,3:54:00 PM,light,control
PV25_L_34_O2,PV25_L,P. verrucosa,25,1,L2,34,3:34:00 PM,3:54:00 PM,light,control
BLANK3_L_34_O2,BLANK3_L,P. verrucosa,BLANK,8,L2,34,3:34:00 PM,3:54:00 PM,light,BLANK
BLANK4_L_34_O2,BLANK4_L,P. verrucosa,BLANK,7,L2,34,3:34:00 PM,3:54:00 PM,light,BLANK
PV1_L_36_O2,PV1_L,P. verrucosa,1,9,L2,36,4:08:00 PM,4:28:00 PM,light,enriched
PV2_L_36_O2,PV2_L,P. verrucosa,2,2,L2,36,4:08:00 PM,4:28:00 PM,light,enriched
PV7_L_36_O2,PV7_L,P. verrucosa,7,5,L2,36,4:08:00 PM,4:28:00 PM,light,enriched
PV13_L_36_O2,PV13_L,P. verrucosa,13,3,L2,36,4:08:00 PM,4:28:00 PM,light,enriched
PV17_L_36_O2,PV17_L,P. verrucosa,17,6,L2,36,4:08:00 PM,4:28:00 PM,light,control
PV19_L_36_O2,PV19_L,P. verrucosa,19,4,L2,36,4:08:00 PM,4:28:00 PM,light,control
PV23_L_36_O2,PV23_L,P. verrucosa,23,10,L2,36,4:08:00 PM,4:28:00 PM,light,control
PV25_L_36_O2,PV25_L,P. verrucosa,25,1,L2,36,4:08:00 PM,4:28:00 PM,light,control
BLANK3_L_36_O2,BLANK3_L,P. verrucosa,BLANK,8,L2,36,4:08:00 PM,4:28:00 PM,light,BLANK
BLANK4_L_36_O2,BLANK4_L,P. verrucosa,BLANK,7,L2,36,4:08:00 PM,4:28:00 PM,light,BLANK
PV1_L_37_O2,PV1_L,P. verrucosa,1,9,L2,37,4:38:00 PM,4:58:00 PM,light,enriched
PV2_L_37_O2,PV2_L,P. verrucosa,2,2,L2,37,4:38:00 PM,4:58:00 PM,light,enriched
PV7_L_37_O2,PV7_L,P. verrucosa,7,5,L2,37,4:38:00 PM,4:58:00 PM,light,enriched
PV13_L_37_O2,PV13_L,P. verrucosa,13,3,L2,37,4:38:00 PM,4:58:00 PM,light,enriched
PV17_L_37_O2,PV17_L,P. verrucosa,17,6,L2,37,4:38:00 PM,4:58:00 PM,light,control
PV19_L_37_O2,PV19_L,P. verrucosa,19,4,L2,37,4:38:00 PM,4:58:00 PM,light,control
PV23_L_37_O2,PV23_L,P. verrucosa,23,10,L2,37,4:38:00 PM,4:58:00 PM,light,control
PV25_L_37_O2,PV25_L,P. verrucosa,25,1,L2,37,4:38:00 PM,4:58:00 PM,light,control
BLANK3_L_37_O2,BLANK3_L,P. verrucosa,BLANK,8,L2,37,4:38:00 PM,4:58:00 PM,light,BLANK
BLANK4_L_37_O2,BLANK4_L,P. verrucosa,BLANK,7,L2,37,4:38:00 PM,4:58:00 PM,light,BLANK
PV4_D_20_O2,PV4_D,P. verrucosa,4,6,D3,20,4:06:00 AM,4:26:00 AM,dark,enriched
PV5_D_20_O2,PV5_D,P. verrucosa,5,10,D3,20,4:06:00 AM,4:26:00 AM,dark,enriched
PV9_D_20_O2,PV9_D,P. verrucosa,9,3,D3,20,4:06:00 AM,4:26:00 AM,dark,enriched
PV10_D_20_O2,PV10_D,P. verrucosa,10,7,D3,20,4:06:00 AM,4:26:00 AM,dark,enriched
PV18_D_20_O2,PV18_D,P. verrucosa,18,9,D3,20,4:06:00 AM,4:26:00 AM,dark,control
PV20_D_20_O2,PV20_D,P. verrucosa,20,2,D3,20,4:06:00 AM,4:26:00 AM,dark,control
PV22_D_20_O2,PV22_D,P. verrucosa,22,1,D3,20,4:06:00 AM,4:26:00 AM,dark,control
PV24_D_20_O2,PV24_D,P. verrucosa,24,4,D3,20,4:06:00 AM,4:26:00 AM,dark,control
BLANK5_D_20_O2,BLANK5_D,P. verrucosa,BLANK,8,D3,20,4:06:00 AM,4:26:00 AM,dark,BLANK
BLANK6_D_20_O2,BLANK6_D,P. verrucosa,BLANK,5,D3,20,4:06:00 AM,4:26:00 AM,dark,BLANK
PV4_D_22_O2,PV4_D,P. verrucosa,4,6,D3,22,4:41:00 AM,5:01:00 AM,dark,enriched
PV5_D_22_O2,PV5_D,P. verrucosa,5,10,D3,22,4:41:00 AM,5:01:00 AM,dark,enriched
PV9_D_22_O2,PV9_D,P. verrucosa,9,3,D3,22,4:41:00 AM,5:01:00 AM,dark,enriched
PV10_D_22_O2,PV10_D,P. verrucosa,10,7,D3,22,4:41:00 AM,5:01:00 AM,dark,enriched
PV18_D_22_O2,PV18_D,P. verrucosa,18,9,D3,22,4:41:00 AM,5:01:00 AM,dark,control
PV20_D_22_O2,PV20_D,P. verrucosa,20,2,D3,22,4:41:00 AM,5:01:00 AM,dark,control
PV22_D_22_O2,PV22_D,P. verrucosa,22,1,D3,22,4:41:00 AM,5:01:00 AM,dark,control
PV24_D_22_O2,PV24_D,P. verrucosa,24,4,D3,22,4:41:00 AM,5:01:00 AM,dark,control
BLANK5_D_22_O2,BLANK5_D,P. verrucosa,BLANK,8,D3,22,4:41:00 AM,5:01:00 AM,dark,BLANK
BLANK6_D_22_O2,BLANK6_D,P. verrucosa,BLANK,5,D3,22,4:41:00 AM,5:01:00 AM,dark,BLANK
PV4_D_24_O2,PV4_D,P. verrucosa,4,6,D3,24,5:15:00 AM,5:35:00 AM,dark,enriched
PV5_D_24_O2,PV5_D,P. verrucosa,5,10,D3,24,5:15:00 AM,5:35:00 AM,dark,enriched
PV9_D_24_O2,PV9_D,P. verrucosa,9,3,D3,24,5:15:00 AM,5:35:00 AM,dark,enriched
PV10_D_24_O2,PV10_D,P. verrucosa,10,7,D3,24,5:15:00 AM,5:35:00 AM,dark,enriched
PV18_D_24_O2,PV18_D,P. verrucosa,18,9,D3,24,5:15:00 AM,5:35:00 AM,dark,control
PV20_D_24_O2,PV20_D,P. verrucosa,20,2,D3,24,5:15:00 AM,5:35:00 AM,dark,control
PV22_D_24_O2,PV22_D,P. verrucosa,22,1,D3,24,5:15:00 AM,5:35:00 AM,dark,control
PV24_D_24_O2,PV24_D,P. verrucosa,24,4,D3,24,5:15:00 AM,5:35:00 AM,dark,control
BLANK5_D_24_O2,BLANK5_D,P. verrucosa,BLANK,8,D3,24,5:15:00 AM,5:35:00 AM,dark,BLANK
BLANK6_D_24_O2,BLANK6_D,P. verrucosa,BLANK,5,D3,24,5:15:00 AM,5:35:00 AM,dark,BLANK
PV4_D_28_O2,PV4_D,P. verrucosa,4,6,D3,28,5:56:00 AM,6:16:00 AM,dark,enriched
PV5_D_28_O2,PV5_D,P. verrucosa,5,10,D3,28,5:56:00 AM,6:16:00 AM,dark,enriched
PV9_D_28_O2,PV9_D,P. verrucosa,9,3,D3,28,5:56:00 AM,6:16:00 AM,dark,enriched
PV10_D_28_O2,PV10_D,P. verrucosa,10,7,D3,28,5:56:00 AM,6:16:00 AM,dark,enriched
PV18_D_28_O2,PV18_D,P. verrucosa,18,9,D3,28,5:56:00 AM,6:16:00 AM,dark,control
PV20_D_28_O2,PV20_D,P. verrucosa,20,2,D3,28,5:56:00 AM,6:16:00 AM,dark,control
PV22_D_28_O2,PV22_D,P. verrucosa,22,1,D3,28,5:56:00 AM,6:16:00 AM,dark,control
PV24_D_28_O2,PV24_D,P. verrucosa,24,4,D3,28,5:56:00 AM,6:16:00 AM,dark,control
BLANK5_D_28_O2,BLANK5_D,P. verrucosa,BLANK,8,D3,28,5:56:00 AM,6:16:00 AM,dark,BLANK
BLANK6_D_28_O2,BLANK6_D,P. verrucosa,BLANK,5,D3,28,5:56:00 AM,6:16:00 AM,dark,BLANK
PV4_D_30_O2,PV4_D,P. verrucosa,4,6,D3,30,6:31:00 AM,6:51:00 AM,dark,enriched
PV5_D_30_O2,PV5_D,P. verrucosa,5,10,D3,30,6:31:00 AM,6:51:00 AM,dark,enriched
PV9_D_30_O2,PV9_D,P. verrucosa,9,3,D3,30,6:31:00 AM,6:51:00 AM,dark,enriched
PV10_D_30_O2,PV10_D,P. verrucosa,10,7,D3,30,6:31:00 AM,6:51:00 AM,dark,enriched
PV18_D_30_O2,PV18_D,P. verrucosa,18,9,D3,30,6:31:00 AM,6:51:00 AM,dark,control
PV20_D_30_O2,PV20_D,P. verrucosa,20,2,D3,30,6:31:00 AM,6:51:00 AM,dark,control
PV22_D_30_O2,PV22_D,P. verrucosa,22,1,D3,30,6:31:00 AM,6:51:00 AM,dark,control
PV24_D_30_O2,PV24_D,P. verrucosa,24,4,D3,30,6:31:00 AM,6:51:00 AM,dark,control
BLANK5_D_30_O2,BLANK5_D,P. verrucosa,BLANK,8,D3,30,6:31:00 AM,6:51:00 AM,dark,BLANK
BLANK6_D_30_O2,BLANK6_D,P. verrucosa,BLANK,5,D3,30,6:31:00 AM,6:51:00 AM,dark,BLANK
PV4_D_32_O2,PV4_D,P. verrucosa,4,6,D3,32,7:04:00 AM,7:24:00 AM,dark,enriched
PV5_D_32_O2,PV5_D,P. verrucosa,5,10,D3,32,7:04:00 AM,7:24:00 AM,dark,enriched
PV9_D_32_O2,PV9_D,P. verrucosa,9,3,D3,32,7:04:00 AM,7:24:00 AM,dark,enriched
PV10_D_32_O2,PV10_D,P. verrucosa,10,7,D3,32,7:04:00 AM,7:24:00 AM,dark,enriched
PV18_D_32_O2,PV18_D,P. verrucosa,18,9,D3,32,7:04:00 AM,7:24:00 AM,dark,control
PV20_D_32_O2,PV20_D,P. verrucosa,20,2,D3,32,7:04:00 AM,7:24:00 AM,dark,control
PV22_D_32_O2,PV22_D,P. verrucosa,22,1,D3,32,7:04:00 AM,7:24:00 AM,dark,control
PV24_D_32_O2,PV24_D,P. verrucosa,24,4,D3,32,7:04:00 AM,7:24:00 AM,dark,control
BLANK5_D_32_O2,BLANK5_D,P. verrucosa,BLANK,8,D3,32,7:04:00 AM,7:24:00 AM,dark,BLANK
BLANK6_D_32_O2,BLANK6_D,P. verrucosa,BLANK,5,D3,32,7:04:00 AM,7:24:00 AM,dark,BLANK
PV4_D_34_O2,PV4_D,P. verrucosa,4,6,D3,34,7:38:00 AM,7:58:00 AM,dark,enriched
PV5_D_34_O2,PV5_D,P. verrucosa,5,10,D3,34,7:38:00 AM,7:58:00 AM,dark,enriched
PV9_D_34_O2,PV9_D,P. verrucosa,9,3,D3,34,7:38:00 AM,7:58:00 AM,dark,enriched
