"","individual.ID","temp.Cat","treatment","Temp.C","umol.chl.ug.hr","rate.type","light_dark","fragment.ID"
"416","PV26",37,"control",36.8496326530612,26.4670019287903,"R","dark","PV26_D"
"417","PV27",37,"control",37.0319795918367,85.4617603788391,"R","dark","PV27_D"
"418","PV28",37,"control",36.5787959183673,23.762963557417,"R","dark","PV28_D"
"419","PV31",37,"control",36.7991428571429,106.469899039278,"R","dark","PV31_D"
"422","PV12",38,"enriched",38.0383673469388,14.5558927316025,"R","dark","PV12_D"
"423","PV14",38,"enriched",38.0996875,29.078255698093,"R","dark","PV14_D"
"424","PV15",38,"enriched",37.9615625,60.2741772704668,"R","dark","PV15_D"
"425","PV16",38,"enriched",38.0651666666667,9.31837370614119,"R","dark","PV16_D"
"426","PV26",38,"control",38.1187551020408,22.8449613933676,"R","dark","PV26_D"
"427","PV27",38,"control",38.1701458333333,73.6115466525312,"R","dark","PV27_D"
"428","PV28",38,"control",37.9162857142857,20.3315310987444,"R","dark","PV28_D"
"429","PV31",38,"control",38.0586041666667,82.6505470558631,"R","dark","PV31_D"
"432","PV11",20,"enriched",20.3807551020408,43.6287315758546,"NP","light","PV11_L"
"433","PV21",20,"control",20.506693877551,14.9263327584342,"NP","light","PV21_L"
"434","PV29",20,"control",20.1648979591837,65.6166502648258,"NP","light","PV29_L"
"435","PV3",20,"enriched",20.4065102040816,23.826090399213,"NP","light","PV3_L"
"436","PV30",20,"control",20.2087142857143,38.9968729432502,"NP","light","PV30_L"
"437","PV32",20,"control",20.0563469387755,20.7349337752115,"NP","light","PV32_L"
"438","PV6",20,"enriched",20.2723469387755,67.9299895936365,"NP","light","PV6_L"
"439","PV8",20,"enriched",20.2001632653061,81.0996475887752,"NP","light","PV8_L"
"442","PV11",22,"enriched",22.1185306122449,57.8315142350508,"NP","light","PV11_L"
"443","PV21",22,"control",22.1303469387755,17.0050682135211,"NP","light","PV21_L"
"444","PV29",22,"control",22.1939183673469,54.102034281804,"NP","light","PV29_L"
"445","PV3",22,"enriched",22.1888571428571,31.0882075331117,"NP","light","PV3_L"
"446","PV30",22,"control",22.1740204081633,54.9837610121451,"NP","light","PV30_L"
"447","PV32",22,"control",22.0554489795918,24.1304028023773,"NP","light","PV32_L"
"448","PV6",22,"enriched",22.3161428571429,104.409348529938,"NP","light","PV6_L"
"449","PV8",22,"enriched",22.3210204081633,117.407294102791,"NP","light","PV8_L"
"452","PV11",24,"enriched",24.0060816326531,69.2672011317521,"NP","light","PV11_L"
"453","PV21",24,"control",23.9980816326531,25.1773697036611,"NP","light","PV21_L"
"454","PV29",24,"control",24.0382857142857,62.7626713282656,"NP","light","PV29_L"
"455","PV3",24,"enriched",24.0345714285714,37.5156585955354,"NP","light","PV3_L"
"456","PV30",24,"control",24.0187551020408,74.6204056023946,"NP","light","PV30_L"
"457","PV32",24,"control",23.8543469387755,30.3309800747518,"NP","light","PV32_L"
"458","PV6",24,"enriched",24.0328775510204,130.785771620635,"NP","light","PV6_L"
"459","PV8",24,"enriched",24.1182448979592,157.075603644429,"NP","light","PV8_L"
"462","PV11",28,"enriched",28.3392040816327,69.0896806035375,"NP","light","PV11_L"
"463","PV21",28,"control",28.2615918367347,32.6534763739127,"NP","light","PV21_L"
"464","PV29",28,"control",28.1310204081633,62.9876543850421,"NP","light","PV29_L"
"465","PV3",28,"enriched",28.3474693877551,42.0985198372534,"NP","light","PV3_L"
"466","PV30",28,"control",28.2978367346939,92.0827686795032,"NP","light","PV30_L"
"467","PV32",28,"control",28.2052244897959,39.2066606853711,"NP","light","PV32_L"
"468","PV6",28,"enriched",28.4565306122449,147.368046938633,"NP","light","PV6_L"
"469","PV8",28,"enriched",28.5437142857143,131.713359807487,"NP","light","PV8_L"
"472","PV11",30,"enriched",30.09154,62.0590345439499,"NP","light","PV11_L"
"473","PV21",30,"control",30.0845882352941,30.0025214001626,"NP","light","PV21_L"
"474","PV29",30,"control",30.0386666666667,56.273700791285,"NP","light","PV29_L"
"475","PV3",30,"enriched",30.0760784313726,38.6671557476966,"NP","light","PV3_L"
"476","PV30",30,"control",30.08814,81.0196543498798,"NP","light","PV30_L"
"477","PV32",30,"control",29.897568627451,32.6205205044121,"NP","light","PV32_L"
"478","PV6",30,"enriched",30.1167450980392,148.504259309814,"NP","light","PV6_L"
"479","PV8",30,"enriched",30.1508039215686,167.001548561574,"NP","light","PV8_L"
"482","PV11",32,"enriched",32.0218163265306,56.8223128206131,"NP","light","PV11_L"
"483","PV21",32,"control",32.0327346938776,27.5066226023751,"NP","light","PV21_L"
"484","PV29",32,"control",31.9884897959184,46.6766675011227,"NP","light","PV29_L"
"485","PV3",32,"enriched",31.9849183673469,36.4214619968511,"NP","light","PV3_L"
"486","PV30",32,"control",32.0599591836735,73.2137165021742,"NP","light","PV30_L"
"487","PV32",32,"control",31.8538163265306,29.5001306578191,"NP","light","PV32_L"
"488","PV6",32,"enriched",32.030306122449,123.283814457062,"NP","light","PV6_L"
"489","PV8",32,"enriched",32.0992857142857,148.015333232238,"NP","light","PV8_L"
"492","PV11",34,"enriched",34.1729591836735,42.8770372217624,"NP","light","PV11_L"
"493","PV21",34,"control",34.1758571428571,15.2009398255712,"NP","light","PV21_L"
"494","PV29",34,"control",34.1454693877551,11.0072504335776,"NP","light","PV29_L"
"495","PV3",34,"enriched",34.200387755102,27.4091045141201,"NP","light","PV3_L"
"496","PV30",34,"control",34.1845510204082,32.9423619388118,"NP","light","PV30_L"
"497","PV32",34,"control",33.9099387755102,16.5868236976483,"NP","light","PV32_L"
"498","PV6",34,"enriched",34.215693877551,103.951575813003,"NP","light","PV6_L"
"499","PV8",34,"enriched",34.2871224489796,132.902849703592,"NP","light","PV8_L"
"502","PV11",36,"enriched",35.94656,33.4294411937462,"NP","light","PV11_L"
"503","PV21",36,"control",36.08004,-1.59339898075372,"NP","light","PV21_L"
"504","PV29",36,"control",36.04228,-21.8440994921273,"NP","light","PV29_L"
"505","PV3",36,"enriched",35.99932,12.4433006889543,"NP","light","PV3_L"
"506","PV30",36,"control",35.9629,-10.0653943540652,"NP","light","PV30_L"
"507","PV32",36,"control",35.91518,-3.54601246368028,"NP","light","PV32_L"
"508","PV6",36,"enriched",36.02688,55.4107968288581,"NP","light","PV6_L"
"509","PV8",36,"enriched",36.14864,83.2159156732774,"NP","light","PV8_L"
"512","PV11",37,"enriched",36.8862448979592,11.1952072753729,"NP","light","PV11_L"
"513","PV21",37,"control",36.9739591836735,-14.2863182995232,"NP","light","PV21_L"
"514","PV29",37,"control",36.9343265306122,-76.7863073970801,"NP","light","PV29_L"
"515","PV3",37,"enriched",36.7622857142857,0.867256842233634,"NP","light","PV3_L"
"516","PV30",37,"control",36.9504693877551,-51.9243945747833,"NP","light","PV30_L"
"517","PV32",37,"control",36.5031020408163,-18.7040008331504,"NP","light","PV32_L"
"518","PV6",37,"enriched",36.9624081632653,1.68024685985366,"NP","light","PV6_L"
"519","PV8",37,"enriched",37.1542448979592,8.95814883303975,"NP","light","PV8_L"
"522","PV1",20,"enriched",20.143,31.80977266537,"NP","light","PV1_L"
"523","PV13",20,"enriched",20.3144489795918,17.62120336862,"NP","light","PV13_L"
"524","PV17",20,"control",20.2912653061224,41.3658062762512,"NP","light","PV17_L"
"525","PV19",20,"control",20.2296530612245,17.1156808686142,"NP","light","PV19_L"
"526","PV2",20,"enriched",20.2281020408163,22.7862189420718,"NP","light","PV2_L"
"527","PV23",20,"control",20.2705918367347,9.43438057764425,"NP","light","PV23_L"
"528","PV25",20,"control",20.2253469387755,6.22327291818867,"NP","light","PV25_L"
"529","PV7",20,"enriched",20.1194693877551,46.8994512101092,"NP","light","PV7_L"
"532","PV1",22,"enriched",22.0640408163265,42.7161358677471,"NP","light","PV1_L"
"533","PV13",22,"enriched",22.2181428571429,25.2606281844478,"NP","light","PV13_L"
"534","PV17",22,"control",22.2725102040816,62.3653015204177,"NP","light","PV17_L"
"535","PV19",22,"control",22.1870612244898,23.0061868728104,"NP","light","PV19_L"
"536","PV2",22,"enriched",22.1582653061224,29.4352183778027,"NP","light","PV2_L"
"537","PV23",22,"control",22.1770204081633,16.7169409453589,"NP","light","PV23_L"
"538","PV25",22,"control",22.0562448979592,11.5649311355697,"NP","light","PV25_L"
"539","PV7",22,"enriched",21.8479183673469,61.0216124106403,"NP","light","PV7_L"
"542","PV1",24,"enriched",24.0332448979592,45.6497534174454,"NP","light","PV1_L"
"543","PV13",24,"enriched",24.2386734693878,28.4660892102525,"NP","light","PV13_L"
"544","PV17",24,"control",24.2278367346939,80.5760825935917,"NP","light","PV17_L"
"545","PV19",24,"control",24.1592244897959,28.817317744874,"NP","light","PV19_L"
"546","PV2",24,"enriched",24.187306122449,33.2507095863139,"NP","light","PV2_L"
"547","PV23",24,"control",24.1500408163265,18.8090604237811,"NP","light","PV23_L"
"548","PV25",24,"control",24.1966734693878,14.2058976598552,"NP","light","PV25_L"
"549","PV7",24,"enriched",24.0387551020408,66.2094316262348,"NP","light","PV7_L"
"552","PV1",28,"enriched",27.9360625,51.5277667653137,"NP","light","PV1_L"
"553","PV13",28,"enriched",28.1387346938776,32.5891425761334,"NP","light","PV13_L"
"554","PV17",28,"control",28.1240408163265,86.00781809474,"NP","light","PV17_L"
"555","PV19",28,"control",28.0668775510204,37.1498150944047,"NP","light","PV19_L"
"556","PV2",28,"enriched",28.0461224489796,38.8715382797425,"NP","light","PV2_L"
"557","PV23",28,"control",28.073125,24.0705370545758,"NP","light","PV23_L"
"558","PV25",28,"control",28.0547551020408,17.4501874315028,"NP","light","PV25_L"
"559","PV7",28,"enriched",27.880306122449,70.5669838234937,"NP","light","PV7_L"
"562","PV1",30,"enriched",29.9081632653061,49.3064505648026,"NP","light","PV1_L"
"563","PV13",30,"enriched",30.0080816326531,31.6567938287381,"NP","light","PV13_L"
"564","PV17",30,"control",30.0161020408163,80.1291712614378,"NP","light","PV17_L"
"565","PV19",30,"control",29.9941020408163,34.3852794109342,"NP","light","PV19_L"
"566","PV2",30,"enriched",29.9935918367347,40.7526554049147,"NP","light","PV2_L"
"567","PV23",30,"control",30.0087142857143,19.8261444631557,"NP","light","PV23_L"
"568","PV25",30,"control",29.9960204081633,17.3403707524282,"NP","light","PV25_L"
"569","PV7",30,"enriched",29.829693877551,70.6424798880515,"NP","light","PV7_L"
"572","PV1",32,"enriched",31.8693265306122,41.3773639380997,"NP","light","PV1_L"
"573","PV13",32,"enriched",32.0584285714286,28.3569097059186,"NP","light","PV13_L"
"574","PV17",32,"control",32.0928163265306,69.6469845759825,"NP","light","PV17_L"
"575","PV19",32,"control",32.0420408163265,30.0804289205161,"NP","light","PV19_L"
"576","PV2",32,"enriched",31.9526326530612,37.9048306664892,"NP","light","PV2_L"
"577","PV23",32,"control",31.9784285714286,16.8616261138226,"NP","light","PV23_L"
"578","PV25",32,"control",32.0164081632653,14.7829839336189,"NP","light","PV25_L"
"579","PV7",32,"enriched",31.8847959183673,62.5845214375923,"NP","light","PV7_L"
"582","PV1",34,"enriched",33.9848775510204,32.6925404397093,"NP","light","PV1_L"
"583","PV13",34,"enriched",34.3008775510204,23.9993514498901,"NP","light","PV13_L"
"584","PV17",34,"control",34.2208163265306,53.3696448157524,"NP","light","PV17_L"
"585","PV19",34,"control",34.2190204081633,24.0326884128911,"NP","light","PV19_L"
"586","PV2",34,"enriched",34.1697551020408,31.7503079955485,"NP","light","PV2_L"
"587","PV23",34,"control",34.1631020408163,9.13185955671146,"NP","light","PV23_L"
"588","PV25",34,"control",34.2318163265306,10.8674377408909,"NP","light","PV25_L"
"589","PV7",34,"enriched",34.0370612244898,43.672123964717,"NP","light","PV7_L"
"592","PV1",36,"enriched",35.7536530612245,18.0615859538278,"NP","light","PV1_L"
"593","PV13",36,"enriched",36.0332448979592,15.1223485745991,"NP","light","PV13_L"
"594","PV17",36,"control",36.0268979591837,23.7941968227648,"NP","light","PV17_L"
"595","PV19",36,"control",35.9962857142857,6.12194603974114,"NP","light","PV19_L"
"596","PV2",36,"enriched",35.8857142857143,18.6770730378906,"NP","light","PV2_L"
"597","PV23",36,"control",35.9330408163265,2.2676112015327,"NP","light","PV23_L"
"598","PV25",36,"control",36.031693877551,2.10802499913929,"NP","light","PV25_L"
"599","PV7",36,"enriched",35.7597551020408,30.2869380260084,"NP","light","PV7_L"
"602","PV1",37,"enriched",36.5995306122449,4.82883526933248,"NP","light","PV1_L"
"603","PV13",37,"enriched",36.8524489795918,3.30425780133932,"NP","light","PV13_L"
"604","PV17",37,"control",36.8387346938775,-14.6514854945634,"NP","light","PV17_L"
"605","PV19",37,"control",36.7926530612245,-8.65674808166349,"NP","light","PV19_L"
"606","PV2",37,"enriched",36.7722040816327,2.52788925164461,"NP","light","PV2_L"
"607","PV23",37,"control",36.7618775510204,-9.21415060713578,"NP","light","PV23_L"
"608","PV25",37,"control",36.8182244897959,-7.65412295133226,"NP","light","PV25_L"
"609","PV7",37,"enriched",36.5903673469388,6.62650985484023,"NP","light","PV7_L"
"612","PV10",20,"enriched",20.2497142857143,21.2817888437797,"NP","light","PV10_L"
"613","PV18",20,"control",20.3711428571429,11.9792559347536,"NP","light","PV18_L"
"614","PV20",20,"control",20.130387755102,26.1648529204996,"NP","light","PV20_L"
"615","PV22",20,"control",20.300612244898,15.8621066990462,"NP","light","PV22_L"
"616","PV24",20,"control",20.2529183673469,14.3511423887911,"NP","light","PV24_L"
"617","PV4",20,"enriched",20.3405714285714,14.9700618268606,"NP","light","PV4_L"
"618","PV5",20,"enriched",20.3179591836735,40.9007982252626,"NP","light","PV5_L"
"619","PV9",20,"enriched",20.0914285714286,12.0612328277887,"NP","light","PV9_L"
"622","PV10",22,"enriched",22.0837755102041,24.5927477273994,"NP","light","PV10_L"
"623","PV18",22,"control",22.2338571428571,26.0072756601205,"NP","light","PV18_L"
"624","PV20",22,"control",22.198693877551,36.0328316462956,"NP","light","PV20_L"
"625","PV22",22,"control",22.2049387755102,19.6768556052545,"NP","light","PV22_L"
"626","PV24",22,"control",22.1466530612245,18.4260023701274,"NP","light","PV24_L"
"627","PV4",22,"enriched",22.2052244897959,33.7208874840567,"NP","light","PV4_L"
"628","PV5",22,"enriched",22.2627755102041,62.6940319706468,"NP","light","PV5_L"
"629","PV9",22,"enriched",22.2263673469388,23.0231421138658,"NP","light","PV9_L"
"632","PV10",24,"enriched",24.1124285714286,23.8969034475193,"NP","light","PV10_L"
"633","PV18",24,"control",24.2751632653061,29.2687633082921,"NP","light","PV18_L"
"634","PV20",24,"control",24.0522040816327,43.5418324591889,"NP","light","PV20_L"
"635","PV22",24,"control",24.1971836734694,20.8879619787538,"NP","light","PV22_L"
"636","PV24",24,"control",24.1887142857143,20.175245020131,"NP","light","PV24_L"
"637","PV4",24,"enriched",24.2491836734694,34.0227551841595,"NP","light","PV4_L"
"638","PV5",24,"enriched",24.1824897959184,64.3869196158405,"NP","light","PV5_L"
"639","PV9",24,"enriched",24.0601428571429,26.9038811040097,"NP","light","PV9_L"
"642","PV10",28,"enriched",28.07214,22.8351611943436,"NP","light","PV10_L"
"643","PV18",28,"control",28.13016,39.2678823375178,"NP","light","PV18_L"
"644","PV20",28,"control",27.92272,55.9182235468758,"NP","light","PV20_L"
"645","PV22",28,"control",28.01506,27.9436881678111,"NP","light","PV22_L"
"646","PV24",28,"control",27.9894,23.5828345084112,"NP","light","PV24_L"
"647","PV4",28,"enriched",28.14626,42.2540264279771,"NP","light","PV4_L"
"648","PV5",28,"enriched",28.0282,61.3319152381008,"NP","light","PV5_L"
"649","PV9",28,"enriched",28.0875714285714,23.5906646192879,"NP","light","PV9_L"
"652","PV10",30,"enriched",30.0192448979592,23.7235098541867,"NP","light","PV10_L"
"653","PV18",30,"control",30.16,35.6614388014942,"NP","light","PV18_L"
"654","PV20",30,"control",29.9070204081633,41.7231420087776,"NP","light","PV20_L"
"655","PV22",30,"control",30.0832653061224,23.6638704120918,"NP","light","PV22_L"
"656","PV24",30,"control",30.0785714285714,22.8731106049864,"NP","light","PV24_L"
"657","PV4",30,"enriched",30.1071020408163,38.7391673960504,"NP","light","PV4_L"
"658","PV5",30,"enriched",30.1178775510204,57.3812184852957,"NP","light","PV5_L"
"659","PV9",30,"enriched",30.0725510204082,31.1672052171567,"NP","light","PV9_L"
"662","PV10",32,"enriched",31.8951224489796,20.4281741849053,"NP","light","PV10_L"
"663","PV18",32,"control",32.0074897959184,34.1999367016453,"NP","light","PV18_L"
"664","PV20",32,"control",31.8206326530612,38.6635476805783,"NP","light","PV20_L"
"665","PV22",32,"control",31.9745510204082,22.9869986239103,"NP","light","PV22_L"
"666","PV24",32,"control",31.9676326530612,18.2794605617461,"NP","light","PV24_L"
"667","PV4",32,"enriched",31.9473265306122,36.605506308501,"NP","light","PV4_L"
"668","PV5",32,"enriched",31.9735918367347,55.3943991286197,"NP","light","PV5_L"
"669","PV9",32,"enriched",31.9387959183673,20.0553369687884,"NP","light","PV9_L"
"672","PV10",34,"enriched",33.8941020408163,19.098296601383,"NP","light","PV10_L"
"673","PV18",34,"control",34.0230204081633,23.8361220190991,"NP","light","PV18_L"
"674","PV20",34,"control",33.7774285714286,33.2263303874072,"NP","light","PV20_L"
"675","PV22",34,"control",33.9076734693878,14.0723221467671,"NP","light","PV22_L"
"676","PV24",34,"control",33.9510612244898,17.7388015244821,"NP","light","PV24_L"
"677","PV4",34,"enriched",33.9805306122449,30.3786735913856,"NP","light","PV4_L"
"678","PV5",34,"enriched",34.0170612244898,43.2210390969973,"NP","light","PV5_L"
"679","PV9",34,"enriched",33.9465102040816,17.6287777922628,"NP","light","PV9_L"
"682","PV10",36,"enriched",36.0263265306122,9.70592286711413,"NP","light","PV10_L"
"683","PV18",36,"control",36.1488571428571,2.17477234154679,"NP","light","PV18_L"
"684","PV20",36,"control",35.8797551020408,20.6294519252954,"NP","light","PV20_L"
"685","PV22",36,"control",36.1038571428571,0.74810891768156,"NP","light","PV22_L"
"686","PV24",36,"control",36.0410204081633,7.04926103639912,"NP","light","PV24_L"
"687","PV4",36,"enriched",36.0839591836735,12.9125018768042,"NP","light","PV4_L"
"688","PV5",36,"enriched",36.1029591836735,23.1581538037158,"NP","light","PV5_L"
"689","PV9",36,"enriched",36.0606734693878,8.30562408718214,"NP","light","PV9_L"
"692","PV10",37,"enriched",36.789625,-0.229348913118639,"NP","light","PV10_L"
"693","PV18",37,"control",37.09325,-17.309250884763,"NP","light","PV18_L"
"694","PV20",37,"control",37.0242291666667,-19.6421984134829,"NP","light","PV20_L"
"695","PV22",37,"control",37.1302083333333,-8.89902190352507,"NP","light","PV22_L"
"696","PV24",37,"control",36.9145,-7.86408940735325,"NP","light","PV24_L"
"697","PV4",37,"enriched",37.1425416666667,-6.36400825685306,"NP","light","PV4_L"
"698","PV5",37,"enriched",36.9796875,-0.197410911909578,"NP","light","PV5_L"
"699","PV9",37,"enriched",37.0881041666667,-8.06672763136562,"NP","light","PV9_L"
"702","PV12",20,"enriched",20.0743469387755,23.2059663524714,"NP","light","PV12_L"
"703","PV14",20,"enriched",20.2384583333333,38.3327304429417,"NP","light","PV14_L"
"704","PV15",20,"enriched",20.2072040816327,87.863468023242,"NP","light","PV15_L"
"705","PV16",20,"enriched",20.4085102040816,23.2709640084547,"NP","light","PV16_L"
"706","PV26",20,"control",20.2394375,19.8069190660898,"NP","light","PV26_L"
"707","PV27",20,"control",20.1508979591837,34.0739922970299,"NP","light","PV27_L"
"708","PV28",20,"control",20.1925714285714,3.21313664929003,"NP","light","PV28_L"
"709","PV31",20,"control",20.2701666666667,70.670270147188,"NP","light","PV31_L"
"712","PV12",22,"enriched",21.9527959183673,27.3813679837384,"NP","light","PV12_L"
"713","PV14",22,"enriched",22.3929387755102,43.2291972287818,"NP","light","PV14_L"
"714","PV15",22,"enriched",22.4308163265306,100.741250640573,"NP","light","PV15_L"
"715","PV16",22,"enriched",22.4978979591837,31.6530291129067,"NP","light","PV16_L"
"716","PV26",22,"control",22.1070204081633,27.9951974037796,"NP","light","PV26_L"
"717","PV27",22,"control",22.1774081632653,45.8518752753737,"NP","light","PV27_L"
"718","PV28",22,"control",21.9619591836735,3.67464850383295,"NP","light","PV28_L"
"719","PV31",22,"control",22.2604693877551,105.377970872521,"NP","light","PV31_L"
"722","PV12",24,"enriched",23.8697959183673,29.3402448152013,"NP","light","PV12_L"
"723","PV14",24,"enriched",24.041387755102,53.0668898984432,"NP","light","PV14_L"
"724","PV15",24,"enriched",23.9843673469388,110.662512250394,"NP","light","PV15_L"
"725","PV16",24,"enriched",24.1047959183673,33.8962296278449,"NP","light","PV16_L"
"726","PV26",24,"control",24.0220408163265,35.5171366072137,"NP","light","PV26_L"
"727","PV27",24,"control",23.8548979591837,56.4285900457167,"NP","light","PV27_L"
"728","PV28",24,"control",24.0012653061224,4.86649750330445,"NP","light","PV28_L"
"729","PV31",24,"control",24.0841836734694,130.851277480048,"NP","light","PV31_L"
"732","PV12",28,"enriched",27.8707551020408,29.6737143844262,"NP","light","PV12_L"
"733","PV14",28,"enriched",27.9868163265306,56.6864981912515,"NP","light","PV14_L"
"734","PV15",28,"enriched",27.9503469387755,113.84911737334,"NP","light","PV15_L"
"735","PV16",28,"enriched",28.032693877551,37.5636023131173,"NP","light","PV16_L"
"736","PV26",28,"control",27.8801632653061,47.7716221803175,"NP","light","PV26_L"
"737","PV27",28,"control",27.843693877551,68.0918217408938,"NP","light","PV27_L"
"738","PV28",28,"control",27.8751632653061,9.81280044829919,"NP","light","PV28_L"
"739","PV31",28,"control",27.9587551020408,164.825988110799,"NP","light","PV31_L"
"742","PV12",30,"enriched",29.913387755102,29.4934364220883,"NP","light","PV12_L"
"743","PV14",30,"enriched",30.0665510204082,61.7403604977319,"NP","light","PV14_L"
"744","PV15",30,"enriched",30.074,106.747855340078,"NP","light","PV15_L"
"745","PV16",30,"enriched",30.1189183673469,38.412580907487,"NP","light","PV16_L"
"746","PV26",30,"control",30.0164285714286,44.4513525679964,"NP","light","PV26_L"
"747","PV27",30,"control",29.9192040816327,61.3554514611335,"NP","light","PV27_L"
"748","PV28",30,"control",30.0111836734694,8.32047044971092,"NP","light","PV28_L"
"749","PV31",30,"control",30.1258163265306,157.866582208776,"NP","light","PV31_L"
"752","PV12",32,"enriched",31.857612244898,26.4858810051683,"NP","light","PV12_L"
"753","PV14",32,"enriched",32.1897959183673,55.7681043971463,"NP","light","PV14_L"
"754","PV15",32,"enriched",32.1170816326531,93.5324405189869,"NP","light","PV15_L"
"755","PV16",32,"enriched",32.3518775510204,27.5253357893016,"NP","light","PV16_L"
"756","PV26",32,"control",32.1817755102041,37.3433560718748,"NP","light","PV26_L"
"757","PV27",32,"control",32.0349183673469,57.4754679209294,"NP","light","PV27_L"
"758","PV28",32,"control",32.0731836734694,7.05494130117215,"NP","light","PV28_L"
"759","PV31",32,"control",32.2231020408163,147.036228813583,"NP","light","PV31_L"
"762","PV12",34,"enriched",33.8214897959184,23.0367809640805,"NP","light","PV12_L"
"763","PV14",34,"enriched",34.0067142857143,43.4393282341081,"NP","light","PV14_L"
"764","PV15",34,"enriched",33.9818367346939,81.72152321003,"NP","light","PV15_L"
"765","PV16",34,"enriched",34.0831836734694,22.3957740317928,"NP","light","PV16_L"
"766","PV26",34,"control",33.9845918367347,25.7255854975829,"NP","light","PV26_L"
"767","PV27",34,"control",33.841693877551,33.7303088976208,"NP","light","PV27_L"
"768","PV28",34,"control",33.9951224489796,2.52596290412067,"NP","light","PV28_L"
"769","PV31",34,"control",34.0187959183673,102.460192705869,"NP","light","PV31_L"
"772","PV12",36,"enriched",35.6529795918367,15.3346550568868,"NP","light","PV12_L"
"773","PV14",36,"enriched",35.8266666666667,36.218958255453,"NP","light","PV14_L"
"774","PV15",36,"enriched",35.8769183673469,52.9972822244123,"NP","light","PV15_L"
"775","PV16",36,"enriched",35.900387755102,18.7451934208676,"NP","light","PV16_L"
"776","PV26",36,"control",35.8152040816327,5.79698336651644,"NP","light","PV26_L"
"777","PV27",36,"control",35.6732708333333,7.33888776265029,"NP","light","PV27_L"
"778","PV28",36,"control",35.7540408163265,-2.00411999332676,"NP","light","PV28_L"
"779","PV31",36,"control",35.90125,41.0693460405833,"NP","light","PV31_L"
"782","PV12",37,"enriched",36.8368979591837,3.71974787283262,"NP","light","PV12_L"
"783","PV14",37,"enriched",37.0195102040816,11.5458731510596,"NP","light","PV14_L"
"784","PV15",37,"enriched",37.0471428571429,15.74014293628,"NP","light","PV15_L"
"785","PV16",37,"enriched",37.1678571428571,5.67557554380106,"NP","light","PV16_L"
"786","PV26",37,"control",36.8794693877551,-12.6813726470942,"NP","light","PV26_L"
"787","PV27",37,"control",36.800306122449,-17.1234596469095,"NP","light","PV27_L"
"788","PV28",37,"control",37.0409795918367,-7.52422768010872,"NP","light","PV28_L"
"789","PV31",37,"control",37.1414489795918,-30.9829663026362,"NP","light","PV31_L"
"1","PV1",20,"enriched",20.107,46.92647408396,"GP","light","PV1_L"
"2","PV1",22,"enriched",21.9733979591837,58.9904812931754,"GP","light","PV1_L"
"311","PV1",24,"enriched",23.9816326530613,64.0858109039417,"GP","light","PV1_L"
"410","PV1",28,"enriched",28.0501536989796,73.2280499352021,"GP","light","PV1_L"
"510","PV1",30,"enriched",30.0034489795918,70.8173951691283,"GP","light","PV1_L"
"610","PV1",32,"enriched",31.8834840200231,66.3834085921692,"GP","light","PV1_L"
"710","PV1",34,"enriched",33.8564387755102,58.8787510239021,"GP","light","PV1_L"
"810","PV1",36,"enriched",35.6607908163266,44.4732190645054,"GP","light","PV1_L"
"910","PV1",37,"enriched",36.7656632653061,26.3177257700694,"GP","light","PV1_L"
"1010","PV10",20,"enriched",20.2224081632653,32.3281461975828,"GP","light","PV10_L"
"11","PV10",22,"enriched",22.1223775510204,38.0313514279402,"GP","light","PV10_L"
"12","PV10",24,"enriched",24.2132642857143,39.7729900038265,"GP","light","PV10_L"
"1310","PV10",28,"enriched",28.1740393877551,43.4461942867341,"GP","light","PV10_L"
"1410","PV10",30,"enriched",30.0114387755102,45.7514526496575,"GP","light","PV10_L"
"1510","PV10",32,"enriched",31.9101428571429,45.4956948038602,"GP","light","PV10_L"
"1610","PV10",34,"enriched",33.963387755102,45.066757282319,"GP","light","PV10_L"
"1710","PV10",36,"enriched",36.1273979591837,34.0310356864586,"GP","light","PV10_L"
"1810","PV10",37,"enriched",36.8842002551021,19.8266782021499,"GP","light","PV10_L"
"1910","PV11",20,"enriched",20.2182375510204,57.1247474121688,"GP","light","PV11_L"
"2010","PV11",22,"enriched",22.0650612244898,70.5043092197487,"GP","light","PV11_L"
"21","PV11",24,"enriched",24.0925714285714,83.9677485886867,"GP","light","PV11_L"
"22","PV11",28,"enriched",28.2453775510205,89.0052397152195,"GP","light","PV11_L"
"2310","PV11",30,"enriched",30.0879332653061,82.7332228307663,"GP","light","PV11_L"
"2410","PV11",32,"enriched",31.9753163265306,79.3270574347385,"GP","light","PV11_L"
"2510","PV11",34,"enriched",34.0283979591837,70.8493817388019,"GP","light","PV11_L"
"2610","PV11",36,"enriched",35.9392187755102,56.8128073650449,"GP","light","PV11_L"
"2710","PV11",37,"enriched",36.8356734693877,31.9760931635022,"GP","light","PV11_L"
"2810","PV12",20,"enriched",20.0942755102041,33.9395127257688,"GP","light","PV12_L"
"291","PV12",22,"enriched",21.9310510204081,37.5007117199748,"GP","light","PV12_L"
"301","PV12",24,"enriched",23.9619081632653,40.4647261783817,"GP","light","PV12_L"
"31","PV12",28,"enriched",28.0471075510204,45.0131760092437,"GP","light","PV12_L"
"32","PV12",30,"enriched",30.004568877551,46.1357046634878,"GP","light","PV12_L"
"331","PV12",32,"enriched",31.8726020408163,44.9552270804478,"GP","light","PV12_L"
"341","PV12",34,"enriched",33.7710157312926,43.7461203292894,"GP","light","PV12_L"
