"","tank.number","Date.Time","Temp"
"642",1,2019-10-25 20:08:00,27.862
"643",1,2019-10-25 20:38:00,27.665
"644",1,2019-10-25 21:08:00,27.567
"645",1,2019-10-25 21:38:00,27.468
"646",1,2019-10-25 22:08:00,27.37
"647",1,2019-10-25 22:38:00,27.272
"648",1,2019-10-25 23:08:00,27.173
"649",1,2019-10-25 23:38:00,27.075
"650",1,2019-10-26 00:08:00,26.977
"651",1,2019-10-26 00:38:00,26.879
"652",1,2019-10-26 01:08:00,26.781
"653",1,2019-10-26 01:38:00,26.683
"654",1,2019-10-26 02:08:00,26.683
"655",1,2019-10-26 02:38:00,26.585
"656",1,2019-10-26 03:08:00,26.488
"657",1,2019-10-26 03:38:00,26.488
"658",1,2019-10-26 04:08:00,26.39
"659",1,2019-10-26 04:38:00,26.39
"660",1,2019-10-26 05:08:00,26.292
"661",1,2019-10-26 05:38:00,26.292
"662",1,2019-10-26 06:08:00,26.195
"663",1,2019-10-26 06:38:00,26.097
"664",1,2019-10-26 07:08:00,26.097
"665",1,2019-10-26 07:38:00,26.097
"666",1,2019-10-26 08:08:00,26
"667",1,2019-10-26 08:38:00,25.902
"668",1,2019-10-26 09:08:00,25.902
"669",1,2019-10-26 09:38:00,25.902
"670",1,2019-10-26 10:08:00,26
"671",1,2019-10-26 10:38:00,26.195
"672",1,2019-10-26 11:08:00,26.39
"673",1,2019-10-26 11:38:00,26.585
"674",1,2019-10-26 12:08:00,26.683
"675",1,2019-10-26 12:38:00,26.977
"676",1,2019-10-26 13:08:00,27.272
"677",1,2019-10-26 13:38:00,27.567
"678",1,2019-10-26 14:08:00,27.862
"679",1,2019-10-26 14:38:00,28.06
"680",1,2019-10-26 15:08:00,28.357
"681",1,2019-10-26 15:38:00,28.456
"682",1,2019-10-26 16:08:00,28.655
"683",1,2019-10-26 16:38:00,28.853
"684",1,2019-10-26 17:08:00,28.953
"685",1,2019-10-26 17:38:00,28.853
"686",1,2019-10-26 18:08:00,28.953
"687",1,2019-10-26 18:38:00,28.953
"688",1,2019-10-26 19:08:00,28.953
"689",1,2019-10-26 19:38:00,28.754
"690",1,2019-10-26 20:08:00,28.655
"691",1,2019-10-26 20:38:00,28.456
"692",1,2019-10-26 21:08:00,28.357
"693",1,2019-10-26 21:38:00,28.159
"694",1,2019-10-26 22:08:00,28.06
"695",1,2019-10-26 22:38:00,27.862
"696",1,2019-10-26 23:08:00,27.764
"697",1,2019-10-26 23:38:00,27.665
"698",1,2019-10-27 00:08:00,27.567
"699",1,2019-10-27 00:38:00,27.37
"700",1,2019-10-27 01:08:00,27.272
"701",1,2019-10-27 01:38:00,27.173
"702",1,2019-10-27 02:08:00,27.075
"703",1,2019-10-27 02:38:00,26.977
"704",1,2019-10-27 03:08:00,26.879
"705",1,2019-10-27 03:38:00,26.781
"706",1,2019-10-27 04:08:00,26.683
"707",1,2019-10-27 04:38:00,26.683
"708",1,2019-10-27 05:08:00,26.585
"709",1,2019-10-27 05:38:00,26.488
"710",1,2019-10-27 06:08:00,26.39
"711",1,2019-10-27 06:38:00,26.292
"712",1,2019-10-27 07:08:00,26.292
"713",1,2019-10-27 07:38:00,26.195
"714",1,2019-10-27 08:08:00,26.097
"715",1,2019-10-27 08:38:00,26.097
"716",1,2019-10-27 09:08:00,26
"717",1,2019-10-27 09:38:00,26.097
"718",1,2019-10-27 10:08:00,26.097
"719",1,2019-10-27 10:38:00,26.39
"720",1,2019-10-27 11:08:00,26.585
"721",1,2019-10-27 11:38:00,26.781
"722",1,2019-10-27 12:08:00,21.951
"725",2,2019-10-12 12:01:00,25.416
"727",2,2019-10-12 12:31:00,25.416
"728",2,2019-10-12 13:01:00,25.416
"729",2,2019-10-12 13:31:00,25.61
"730",2,2019-10-12 14:01:00,26.097
"731",2,2019-10-12 14:31:00,26.292
"732",2,2019-10-12 15:01:00,26.585
"733",2,2019-10-12 15:31:00,26.39
"734",2,2019-10-12 16:01:00,26.585
"735",2,2019-10-12 16:31:00,26.683
"736",2,2019-10-12 17:01:00,26.585
"737",2,2019-10-12 17:31:00,26.488
"738",2,2019-10-12 18:01:00,26.488
"739",2,2019-10-12 18:31:00,26.488
"740",2,2019-10-12 19:01:00,26.39
"743",2,2019-10-12 19:31:00,26.195
"744",2,2019-10-12 20:01:00,26.39
"745",2,2019-10-12 20:31:00,26.292
"746",2,2019-10-12 21:01:00,26.195
"747",2,2019-10-12 21:31:00,26.097
"748",2,2019-10-12 22:01:00,26
"749",2,2019-10-12 22:31:00,25.902
"750",2,2019-10-12 23:01:00,25.902
"751",2,2019-10-12 23:31:00,25.805
"752",2,2019-10-13 00:01:00,25.708
"753",2,2019-10-13 00:31:00,25.61
"754",2,2019-10-13 01:01:00,25.513
"755",2,2019-10-13 01:31:00,25.416
"756",2,2019-10-13 02:01:00,25.416
"757",2,2019-10-13 02:31:00,25.319
"758",2,2019-10-13 03:01:00,25.319
"759",2,2019-10-13 03:31:00,25.222
"760",2,2019-10-13 04:01:00,25.222
"761",2,2019-10-13 04:31:00,25.125
"762",2,2019-10-13 05:01:00,25.125
"763",2,2019-10-13 05:31:00,25.028
"764",2,2019-10-13 06:01:00,24.931
"765",2,2019-10-13 06:31:00,24.931
"766",2,2019-10-13 07:01:00,24.931
"767",2,2019-10-13 07:31:00,24.835
"768",2,2019-10-13 08:01:00,24.835
"769",2,2019-10-13 08:31:00,24.738
"770",2,2019-10-13 09:01:00,24.738
"771",2,2019-10-13 09:31:00,24.931
"772",2,2019-10-13 10:01:00,25.222
"773",2,2019-10-13 10:31:00,25.513
"774",2,2019-10-13 11:01:00,25.805
"775",2,2019-10-13 11:31:00,26.195
"776",2,2019-10-13 12:01:00,26.39
"777",2,2019-10-13 12:31:00,26.683
"778",2,2019-10-13 13:01:00,26.977
"779",2,2019-10-13 13:31:00,27.173
"780",2,2019-10-13 14:01:00,27.468
"781",2,2019-10-13 14:31:00,28.159
"782",2,2019-10-13 15:01:00,28.456
"783",2,2019-10-13 15:31:00,28.159
"784",2,2019-10-13 16:01:00,28.258
"785",2,2019-10-13 16:31:00,28.555
"786",2,2019-10-13 17:01:00,28.357
"791",2,2019-10-13 17:31:00,27.961
"792",2,2019-10-13 18:01:00,27.665
"793",2,2019-10-13 18:31:00,27.567
"794",2,2019-10-13 19:01:00,27.37
"795",2,2019-10-13 19:31:00,27.272
"796",2,2019-10-13 20:01:00,27.173
"797",2,2019-10-13 20:31:00,27.075
"798",2,2019-10-13 21:01:00,26.977
"799",2,2019-10-13 21:31:00,26.781
"800",2,2019-10-13 22:01:00,26.683
"801",2,2019-10-13 22:31:00,26.585
"802",2,2019-10-13 23:01:00,26.488
"803",2,2019-10-13 23:31:00,26.39
"804",2,2019-10-14 00:01:00,26.292
"805",2,2019-10-14 00:31:00,26.195
"806",2,2019-10-14 01:01:00,26.097
"807",2,2019-10-14 01:31:00,26
"808",2,2019-10-14 02:01:00,25.902
"809",2,2019-10-14 02:31:00,25.805
"810",2,2019-10-14 03:01:00,25.805
"811",2,2019-10-14 03:31:00,25.708
"812",2,2019-10-14 04:01:00,25.708
"813",2,2019-10-14 04:31:00,25.708
"814",2,2019-10-14 05:01:00,25.61
"815",2,2019-10-14 05:31:00,25.61
"816",2,2019-10-14 06:01:00,25.61
"817",2,2019-10-14 06:31:00,25.513
"818",2,2019-10-14 07:01:00,25.513
"819",2,2019-10-14 07:31:00,25.513
"820",2,2019-10-14 08:01:00,25.513
"821",2,2019-10-14 08:31:00,25.416
"822",2,2019-10-14 09:01:00,25.416
"823",2,2019-10-14 09:31:00,25.513
"824",2,2019-10-14 10:01:00,25.805
"825",2,2019-10-14 10:31:00,26.097
"826",2,2019-10-14 11:01:00,26.195
"827",2,2019-10-14 11:31:00,26.292
"828",2,2019-10-14 12:01:00,26.488
"829",2,2019-10-14 12:31:00,26.683
"830",2,2019-10-14 13:01:00,26.781
"831",2,2019-10-14 13:31:00,26.879
"832",2,2019-10-14 14:01:00,26.977
"833",2,2019-10-14 14:31:00,26.977
"834",2,2019-10-14 15:01:00,27.075
"835",2,2019-10-14 15:31:00,26.977
"836",2,2019-10-14 16:01:00,26.977
"837",2,2019-10-14 16:31:00,26.977
"838",2,2019-10-14 17:01:00,27.075
"839",2,2019-10-14 17:31:00,27.272
"840",2,2019-10-14 18:01:00,27.075
"841",2,2019-10-14 18:31:00,27.272
"842",2,2019-10-14 19:01:00,27.272
"843",2,2019-10-14 19:31:00,27.173
"844",2,2019-10-14 20:01:00,27.075
"845",2,2019-10-14 20:31:00,26.879
"846",2,2019-10-14 21:01:00,26.781
"847",2,2019-10-14 21:31:00,26.683
"848",2,2019-10-14 22:01:00,26.585
"849",2,2019-10-14 22:31:00,26.488
"850",2,2019-10-14 23:01:00,26.488
"851",2,2019-10-14 23:31:00,26.39
"852",2,2019-10-15 00:01:00,26.195
"853",2,2019-10-15 00:31:00,26.097
"854",2,2019-10-15 01:01:00,26
"855",2,2019-10-15 01:31:00,25.902
"856",2,2019-10-15 02:01:00,25.902
"857",2,2019-10-15 02:31:00,25.902
"858",2,2019-10-15 03:01:00,25.805
"859",2,2019-10-15 03:31:00,25.805
"860",2,2019-10-15 04:01:00,25.708
"861",2,2019-10-15 04:31:00,25.708
"862",2,2019-10-15 05:01:00,25.708
"863",2,2019-10-15 05:31:00,25.61
"864",2,2019-10-15 06:01:00,25.61
"865",2,2019-10-15 06:31:00,25.61
"866",2,2019-10-15 07:01:00,25.513
"867",2,2019-10-15 07:31:00,25.513
"868",2,2019-10-15 08:01:00,25.513
"869",2,2019-10-15 08:31:00,25.513
"870",2,2019-10-15 09:01:00,25.513
"871",2,2019-10-15 09:31:00,25.61
"872",2,2019-10-15 10:01:00,25.902
"873",2,2019-10-15 10:31:00,26.195
"874",2,2019-10-15 11:01:00,26.488
"875",2,2019-10-15 11:31:00,26.683
"876",2,2019-10-15 12:01:00,26.977
"877",2,2019-10-15 12:31:00,27.272
"878",2,2019-10-15 13:01:00,27.468
"879",2,2019-10-15 13:31:00,27.862
"880",2,2019-10-15 14:01:00,27.961
"881",2,2019-10-15 14:31:00,28.159
"882",2,2019-10-15 15:01:00,28.159
"883",2,2019-10-15 15:31:00,28.258
"884",2,2019-10-15 16:01:00,28.456
"885",2,2019-10-15 16:31:00,28.555
"886",2,2019-10-15 17:01:00,28.456
"887",2,2019-10-15 17:31:00,28.754
"888",2,2019-10-15 18:01:00,28.655
"889",2,2019-10-15 18:31:00,28.754
"890",2,2019-10-15 19:01:00,28.456
"891",2,2019-10-15 19:31:00,28.357
"892",2,2019-10-15 20:01:00,28.159
"893",2,2019-10-15 20:31:00,27.961
"894",2,2019-10-15 21:01:00,27.862
"895",2,2019-10-15 21:31:00,27.665
"896",2,2019-10-15 22:01:00,27.567
"897",2,2019-10-15 22:31:00,27.37
"898",2,2019-10-15 23:01:00,27.272
"899",2,2019-10-15 23:31:00,27.173
"900",2,2019-10-16 00:01:00,27.075
"901",2,2019-10-16 00:31:00,26.977
"902",2,2019-10-16 01:01:00,26.879
"903",2,2019-10-16 01:31:00,26.781
"904",2,2019-10-16 02:01:00,26.781
"905",2,2019-10-16 02:31:00,26.683
"906",2,2019-10-16 03:01:00,26.585
"907",2,2019-10-16 03:31:00,26.585
"908",2,2019-10-16 04:01:00,26.488
"909",2,2019-10-16 04:31:00,26.39
"910",2,2019-10-16 05:01:00,26.39
"911",2,2019-10-16 05:31:00,26.292
"912",2,2019-10-16 06:01:00,26.292
"913",2,2019-10-16 06:31:00,26.195
"914",2,2019-10-16 07:01:00,26.195
"915",2,2019-10-16 07:31:00,26.195
"916",2,2019-10-16 08:01:00,26.097
"917",2,2019-10-16 08:31:00,26.097
"918",2,2019-10-16 09:01:00,26.097
"919",2,2019-10-16 09:31:00,26.195
"920",2,2019-10-16 10:01:00,26.488
"921",2,2019-10-16 10:31:00,26.683
"922",2,2019-10-16 11:01:00,26.879
"923",2,2019-10-16 11:31:00,27.272
"924",2,2019-10-16 12:01:00,27.468
"925",2,2019-10-16 12:31:00,27.665
"926",2,2019-10-16 13:01:00,27.862
"927",2,2019-10-16 13:31:00,28.258
"928",2,2019-10-16 14:01:00,28.456
"929",2,2019-10-16 14:31:00,28.655
"930",2,2019-10-16 15:01:00,28.754
"931",2,2019-10-16 15:31:00,28.555
"932",2,2019-10-16 16:01:00,28.357
"933",2,2019-10-16 16:31:00,28.258
"934",2,2019-10-16 17:01:00,27.961
"935",2,2019-10-16 17:31:00,27.862
"936",2,2019-10-16 18:01:00,27.665
"937",2,2019-10-16 18:31:00,27.567
"938",2,2019-10-16 19:01:00,27.665
"939",2,2019-10-16 19:31:00,27.567
"940",2,2019-10-16 20:01:00,27.567
"941",2,2019-10-16 20:31:00,27.468
"942",2,2019-10-16 21:01:00,27.37
"943",2,2019-10-16 21:31:00,27.272
"944",2,2019-10-16 22:01:00,27.173
"945",2,2019-10-16 22:31:00,27.075
"946",2,2019-10-16 23:01:00,26.977
"947",2,2019-10-16 23:31:00,26.977
"948",2,2019-10-17 00:01:00,26.879
"949",2,2019-10-17 00:31:00,26.781
"950",2,2019-10-17 01:01:00,26.781
"951",2,2019-10-17 01:31:00,26.683
"952",2,2019-10-17 02:01:00,26.585
"953",2,2019-10-17 02:31:00,26.585
"954",2,2019-10-17 03:01:00,26.488
"955",2,2019-10-17 03:31:00,26.488
"956",2,2019-10-17 04:01:00,26.488
"957",2,2019-10-17 04:31:00,26.39
"958",2,2019-10-17 05:01:00,26.39
"959",2,2019-10-17 05:31:00,26.39
"960",2,2019-10-17 06:01:00,26.39
"961",2,2019-10-17 06:31:00,26.39
"962",2,2019-10-17 07:01:00,26.39
"963",2,2019-10-17 07:31:00,26.39
"964",2,2019-10-17 08:01:00,26.292
"965",2,2019-10-17 08:31:00,26.292
"966",2,2019-10-17 09:01:00,26.292
"967",2,2019-10-17 09:31:00,26.39
"968",2,2019-10-17 10:01:00,26.585
"969",2,2019-10-17 10:31:00,26.879
"970",2,2019-10-17 11:01:00,27.173
"971",2,2019-10-17 11:31:00,27.37
"972",2,2019-10-17 12:01:00,27.468
"973",2,2019-10-17 12:31:00,27.764
"974",2,2019-10-17 13:01:00,28.159
"975",2,2019-10-17 13:31:00,28.357
"976",2,2019-10-17 14:01:00,28.655
"977",2,2019-10-17 14:31:00,28.555
"978",2,2019-10-17 15:01:00,28.754
"979",2,2019-10-17 15:31:00,28.853
"980",2,2019-10-17 16:01:00,28.853
"981",2,2019-10-17 16:31:00,28.754
"982",2,2019-10-17 17:01:00,28.555
"983",2,2019-10-17 17:31:00,28.555
"984",2,2019-10-17 18:01:00,28.555
"985",2,2019-10-17 18:31:00,28.456
"986",2,2019-10-17 19:01:00,28.456
"987",2,2019-10-17 19:31:00,28.357
"988",2,2019-10-17 20:01:00,28.258
"989",2,2019-10-17 20:31:00,28.06
"990",2,2019-10-17 21:01:00,27.961
"991",2,2019-10-17 21:31:00,27.862
"992",2,2019-10-17 22:01:00,27.665
"993",2,2019-10-17 22:31:00,27.567
"994",2,2019-10-17 23:01:00,27.468
"995",2,2019-10-17 23:31:00,27.37
"996",2,2019-10-18 00:01:00,27.272
"997",2,2019-10-18 00:31:00,27.173
"998",2,2019-10-18 01:01:00,27.075
"999",2,2019-10-18 01:31:00,26.977
"1000",2,2019-10-18 02:01:00,26.977
"1001",2,2019-10-18 02:31:00,26.879
"1002",2,2019-10-18 03:01:00,26.879
"1003",2,2019-10-18 03:31:00,26.879
"1004",2,2019-10-18 04:01:00,26.781
"1005",2,2019-10-18 04:31:00,26.781
"1006",2,2019-10-18 05:01:00,26.683
"1007",2,2019-10-18 05:31:00,26.683
"1008",2,2019-10-18 06:01:00,26.683
"1009",2,2019-10-18 06:31:00,26.585
"1010",2,2019-10-18 07:01:00,26.585
"1011",2,2019-10-18 07:31:00,26.488
"1012",2,2019-10-18 08:01:00,26.488
"1013",2,2019-10-18 08:31:00,26.39
"1014",2,2019-10-18 09:01:00,26.39
"1015",2,2019-10-18 09:31:00,26.488
"1016",2,2019-10-18 10:01:00,26.683
"1017",2,2019-10-18 10:31:00,26.879
"1018",2,2019-10-18 11:01:00,27.173
"1019",2,2019-10-18 11:31:00,27.468
"1020",2,2019-10-18 12:01:00,27.665
"1021",2,2019-10-18 12:31:00,27.862
"1022",2,2019-10-18 13:01:00,28.258
"1023",2,2019-10-18 13:31:00,28.456
"1024",2,2019-10-18 14:01:00,28.555
"1025",2,2019-10-18 14:31:00,28.754
"1026",2,2019-10-18 15:01:00,28.953
"1027",2,2019-10-18 15:31:00,29.053
"1028",2,2019-10-18 16:01:00,29.152
"1029",2,2019-10-18 16:31:00,29.053
"1030",2,2019-10-18 17:01:00,29.152
"1031",2,2019-10-18 17:31:00,29.152
"1032",2,2019-10-18 18:01:00,29.053
"1033",2,2019-10-18 18:31:00,28.953
"1034",2,2019-10-18 19:01:00,28.853
"1035",2,2019-10-18 19:31:00,28.655
"1036",2,2019-10-18 20:01:00,28.555
"1037",2,2019-10-18 20:31:00,28.357
"1038",2,2019-10-18 21:01:00,28.258
"1039",2,2019-10-18 21:31:00,28.06
"1040",2,2019-10-18 22:01:00,27.961
"1041",2,2019-10-18 22:31:00,27.764
"1042",2,2019-10-18 23:01:00,27.665
"1043",2,2019-10-18 23:31:00,27.567
"1044",2,2019-10-19 00:01:00,27.468
"1045",2,2019-10-19 00:31:00,27.37
"1046",2,2019-10-19 01:01:00,27.272
"1047",2,2019-10-19 01:31:00,27.173
"1048",2,2019-10-19 02:01:00,27.075
"1049",2,2019-10-19 02:31:00,26.977
"1050",2,2019-10-19 03:01:00,26.977
"1051",2,2019-10-19 03:31:00,26.879
"1052",2,2019-10-19 04:01:00,26.879
"1053",2,2019-10-19 04:31:00,26.879
"1054",2,2019-10-19 05:01:00,26.781
"1055",2,2019-10-19 05:31:00,26.781
"1056",2,2019-10-19 06:01:00,26.781
"1057",2,2019-10-19 06:31:00,26.683
"1058",2,2019-10-19 07:01:00,26.683
"1059",2,2019-10-19 07:31:00,26.683
"1060",2,2019-10-19 08:01:00,26.585
"1061",2,2019-10-19 08:31:00,26.585
"1062",2,2019-10-19 09:01:00,26.585
"1063",2,2019-10-19 09:31:00,26.585
"1064",2,2019-10-19 10:01:00,26.879
"1065",2,2019-10-19 10:31:00,27.173
"1066",2,2019-10-19 11:01:00,27.567
"1067",2,2019-10-19 11:31:00,27.764
"1068",2,2019-10-19 12:01:00,27.961
"1069",2,2019-10-19 12:31:00,28.159
"1070",2,2019-10-19 13:01:00,28.456
"1071",2,2019-10-19 13:31:00,28.754
"1072",2,2019-10-19 14:01:00,28.953
"1073",2,2019-10-19 14:31:00,29.252
"1074",2,2019-10-19 15:01:00,29.053
"1075",2,2019-10-19 15:31:00,29.252
"1076",2,2019-10-19 16:01:00,29.053
"1077",2,2019-10-19 16:31:00,28.754
"1078",2,2019-10-19 17:01:00,28.754
"1079",2,2019-10-19 17:31:00,28.754
"1080",2,2019-10-19 18:01:00,28.754
"1081",2,2019-10-19 18:31:00,28.754
"1082",2,2019-10-19 19:01:00,28.555
"1083",2,2019-10-19 19:31:00,28.456
"1084",2,2019-10-19 20:01:00,28.258
"1085",2,2019-10-19 20:31:00,28.159
"1086",2,2019-10-19 21:01:00,27.961
"1087",2,2019-10-19 21:31:00,27.862
"1088",2,2019-10-19 22:01:00,27.764
"1089",2,2019-10-19 22:31:00,27.665
"1090",2,2019-10-19 23:01:00,27.567
"1091",2,2019-10-19 23:31:00,27.567
"1092",2,2019-10-20 00:01:00,27.468
"1093",2,2019-10-20 00:31:00,27.37
"1094",2,2019-10-20 01:01:00,27.272
"1095",2,2019-10-20 01:31:00,27.173
"1096",2,2019-10-20 02:01:00,27.075
"1097",2,2019-10-20 02:31:00,27.075
"1098",2,2019-10-20 03:01:00,26.977
"1099",2,2019-10-20 03:31:00,26.879
"1100",2,2019-10-20 04:01:00,26.879
"1101",2,2019-10-20 04:31:00,26.879
"1102",2,2019-10-20 05:01:00,26.879
"1103",2,2019-10-20 05:31:00,26.879
"1104",2,2019-10-20 06:01:00,26.879
"1105",2,2019-10-20 06:31:00,26.781
"1106",2,2019-10-20 07:01:00,26.781
"1107",2,2019-10-20 07:31:00,26.781
"1108",2,2019-10-20 08:01:00,26.683
"1109",2,2019-10-20 08:31:00,26.683
"1110",2,2019-10-20 09:01:00,26.683
"1111",2,2019-10-20 09:31:00,26.683
"1112",2,2019-10-20 10:01:00,26.879
"1113",2,2019-10-20 10:31:00,27.075
"1114",2,2019-10-20 11:01:00,27.075
"1115",2,2019-10-20 11:31:00,27.173
"1116",2,2019-10-20 12:01:00,27.272
"1117",2,2019-10-20 12:31:00,27.468
"1118",2,2019-10-20 13:01:00,27.665
"1119",2,2019-10-20 13:31:00,27.862
"1120",2,2019-10-20 14:01:00,28.06
"1121",2,2019-10-20 14:31:00,28.258
"1122",2,2019-10-20 15:01:00,28.456
"1123",2,2019-10-20 15:31:00,28.555
"1124",2,2019-10-20 16:01:00,28.655
"1125",2,2019-10-20 16:31:00,28.655
"1126",2,2019-10-20 17:01:00,28.655
"1127",2,2019-10-20 17:31:00,28.754
"1128",2,2019-10-20 18:01:00,28.754
"1129",2,2019-10-20 18:31:00,28.655
"1130",2,2019-10-20 19:01:00,28.456
"1131",2,2019-10-20 19:31:00,28.258
"1132",2,2019-10-20 20:01:00,28.06
"1133",2,2019-10-20 20:31:00,27.862
"1134",2,2019-10-20 21:01:00,27.764
"1135",2,2019-10-20 21:31:00,27.567
"1136",2,2019-10-20 22:01:00,27.468
"1137",2,2019-10-20 22:31:00,27.272
"1138",2,2019-10-20 23:01:00,27.272
"1139",2,2019-10-20 23:31:00,27.075
"1140",2,2019-10-21 00:01:00,26.977
"1141",2,2019-10-21 00:31:00,26.879
"1142",2,2019-10-21 01:01:00,26.781
"1143",2,2019-10-21 01:31:00,26.683
"1144",2,2019-10-21 02:01:00,26.683
"1145",2,2019-10-21 02:31:00,26.683
"1146",2,2019-10-21 03:01:00,26.585
"1147",2,2019-10-21 03:31:00,26.585
"1148",2,2019-10-21 04:01:00,26.585
"1149",2,2019-10-21 04:31:00,26.488
"1150",2,2019-10-21 05:01:00,26.488
"1151",2,2019-10-21 05:31:00,26.488
"1152",2,2019-10-21 06:01:00,26.488
"1153",2,2019-10-21 06:31:00,26.488
"1154",2,2019-10-21 07:01:00,26.488
"1155",2,2019-10-21 07:31:00,26.39
"1156",2,2019-10-21 08:01:00,26.39
"1157",2,2019-10-21 08:31:00,26.39
"1158",2,2019-10-21 09:01:00,26.488
"1159",2,2019-10-21 09:31:00,26.39
"1160",2,2019-10-21 10:01:00,26.488
"1161",2,2019-10-21 10:31:00,26.585
"1162",2,2019-10-21 11:01:00,26.683
"1163",2,2019-10-21 11:31:00,27.075
"1164",2,2019-10-21 12:01:00,27.37
"1165",2,2019-10-21 12:31:00,27.567
"1166",2,2019-10-21 13:01:00,27.665
"1167",2,2019-10-21 13:31:00,27.862
"1168",2,2019-10-21 14:01:00,28.06
"1169",2,2019-10-21 14:31:00,28.258
"1170",2,2019-10-21 15:01:00,28.357
"1171",2,2019-10-21 15:31:00,28.456
"1172",2,2019-10-21 16:01:00,28.655
"1173",2,2019-10-21 16:31:00,28.754
"1174",2,2019-10-21 17:01:00,28.853
"1175",2,2019-10-21 17:31:00,28.655
"1176",2,2019-10-21 18:01:00,28.456
"1177",2,2019-10-21 18:31:00,28.258
"1178",2,2019-10-21 19:01:00,28.159
"1179",2,2019-10-21 19:31:00,28.06
"1180",2,2019-10-21 20:01:00,27.862
"1181",2,2019-10-21 20:31:00,27.764
"1182",2,2019-10-21 21:01:00,27.665
"1183",2,2019-10-21 21:31:00,27.567
"1184",2,2019-10-21 22:01:00,27.468
"1185",2,2019-10-21 22:31:00,27.37
"1186",2,2019-10-21 23:01:00,27.272
"1187",2,2019-10-21 23:31:00,27.173
"1188",2,2019-10-22 00:01:00,27.075
"1189",2,2019-10-22 00:31:00,26.977
"1190",2,2019-10-22 01:01:00,26.879
"1191",2,2019-10-22 01:31:00,26.781
"1192",2,2019-10-22 02:01:00,26.683
"1193",2,2019-10-22 02:31:00,26.585
"1194",2,2019-10-22 03:01:00,26.585
"1195",2,2019-10-22 03:31:00,26.488
"1196",2,2019-10-22 04:01:00,26.488
"1197",2,2019-10-22 04:31:00,26.39
"1198",2,2019-10-22 05:01:00,26.292
"1199",2,2019-10-22 05:31:00,26.292
"1200",2,2019-10-22 06:01:00,26.292
"1201",2,2019-10-22 06:31:00,26.195
"1202",2,2019-10-22 07:01:00,26.195
"1203",2,2019-10-22 07:31:00,26.097
"1204",2,2019-10-22 08:01:00,26.097
"1205",2,2019-10-22 08:31:00,26
"1206",2,2019-10-22 09:01:00,26
"1207",2,2019-10-22 09:31:00,26
"1208",2,2019-10-22 10:01:00,26.195
"1209",2,2019-10-22 10:31:00,26.488
"1210",2,2019-10-22 11:01:00,26.683
"1211",2,2019-10-22 11:31:00,26.977
"1212",2,2019-10-22 12:01:00,27.468
"1213",2,2019-10-22 12:31:00,27.665
"1214",2,2019-10-22 13:01:00,27.961
"1215",2,2019-10-22 13:31:00,28.258
"1216",2,2019-10-22 14:01:00,28.456
"1217",2,2019-10-22 14:31:00,28.754
"1218",2,2019-10-22 15:01:00,28.853
"1219",2,2019-10-22 15:31:00,28.953
"1220",2,2019-10-22 16:01:00,29.152
"1221",2,2019-10-22 16:31:00,28.953
"1222",2,2019-10-22 17:01:00,29.152
"1223",2,2019-10-22 17:31:00,28.853
"1224",2,2019-10-22 18:01:00,28.853
"1225",2,2019-10-22 18:31:00,28.754
"1226",2,2019-10-22 19:01:00,28.555
"1227",2,2019-10-22 19:31:00,28.456
"1228",2,2019-10-22 20:01:00,28.357
"1229",2,2019-10-22 20:31:00,28.258
"1230",2,2019-10-22 21:01:00,28.159
"1231",2,2019-10-22 21:31:00,27.961
"1232",2,2019-10-22 22:01:00,27.862
"1233",2,2019-10-22 22:31:00,27.764
"1234",2,2019-10-22 23:01:00,27.665
"1235",2,2019-10-22 23:31:00,27.567
"1236",2,2019-10-23 00:01:00,27.468
"1237",2,2019-10-23 00:31:00,27.37
"1238",2,2019-10-23 01:01:00,27.272
"1239",2,2019-10-23 01:31:00,27.075
"1240",2,2019-10-23 02:01:00,26.977
"1241",2,2019-10-23 02:31:00,26.879
"1242",2,2019-10-23 03:01:00,26.879
"1243",2,2019-10-23 03:31:00,26.781
"1244",2,2019-10-23 04:01:00,26.683
"1245",2,2019-10-23 04:31:00,26.585
"1246",2,2019-10-23 05:01:00,26.585
"1247",2,2019-10-23 05:31:00,26.488
"1248",2,2019-10-23 06:01:00,26.488
"1249",2,2019-10-23 06:31:00,26.39
"1250",2,2019-10-23 07:01:00,26.292
"1251",2,2019-10-23 07:31:00,26.292
"1252",2,2019-10-23 08:01:00,26.195
"1253",2,2019-10-23 08:31:00,26.195
"1254",2,2019-10-23 09:01:00,26.195
"1255",2,2019-10-23 09:31:00,26.195
"1256",2,2019-10-23 10:01:00,26.39
"1257",2,2019-10-23 10:31:00,26.683
"1258",2,2019-10-23 11:01:00,27.075
"1259",2,2019-10-23 11:31:00,27.272
"1260",2,2019-10-23 12:01:00,27.764
"1261",2,2019-10-23 12:31:00,27.961
"1262",2,2019-10-23 13:01:00,28.258
"1263",2,2019-10-23 13:31:00,28.555
"1264",2,2019-10-23 14:01:00,28.258
"1265",2,2019-10-23 14:31:00,28.754
"1266",2,2019-10-23 15:01:00,28.953
"1267",2,2019-10-23 15:31:00,28.953
"1268",2,2019-10-23 16:01:00,29.053
"1269",2,2019-10-23 16:31:00,29.053
"1270",2,2019-10-23 17:01:00,29.152
"1271",2,2019-10-23 17:31:00,29.152
"1272",2,2019-10-23 18:01:00,29.152
"1273",2,2019-10-23 18:31:00,29.053
