"","fragment.ID","treatment","rate.type","block","E","Eh","lnc","Th","Topt"
"46","PV3_L","enriched","Gross Photosynthesis",1,0.151177202962646,6.08178374915572,0.817326333616013,311.159209131003,306.203929012399
"47","PV30_D","control","Dark Respiration",8,0.0981353249007524,4.80279833826635,0.295525757982296,316.151424580332,309.358193550333
"48","PV30_L","control","Gross Photosynthesis",8,0.231833054610233,3.42590175946108,0.621976065579445,309.772024090341,303.565747475242
"49","PV31_D","control","Dark Respiration",8,0.0991448475289148,7.59458714776719,0.405146735573978,312.975999655026,308.239735550809
"50","PV31_L","control","Gross Photosynthesis",8,0.193049900392969,4.32912382684175,0.70060654059102,310.661840383275,304.882283059769
"51","PV32_D","control","Dark Respiration",8,0.0817840784532048,6.4029191503565,0.299907588640141,314.538339139108,308.852421308746
"52","PV32_L","control","Gross Photosynthesis",8,0.14080899925543,3.75333528160468,0.531272669842575,310.924336392649,303.883344192135
"53","PV4_D","enriched","Dark Respiration",1,0.13156905390941,3.76507115623435,0.367306859355126,315.800840730251,308.401463099647
"54","PV4_L","enriched","Gross Photosynthesis",1,0.221882108701483,6.1007447498614,0.807205395192733,310.018296138531,305.631149669005
"55","PV5_D","enriched","Dark Respiration",2,0.124753022433203,4.03773734075885,0.412649354720362,315.71863843707,308.552609034984
"56","PV5_L","enriched","Gross Photosynthesis",2,0.0920789426407198,7.55327207315361,0.91851172045093,310.428794898549,305.669660261601
"57","PV6_D","enriched","Dark Respiration",2,0.0954191803038185,5.01065396415784,0.321850616479643,315.00893044713,308.420600246852
"58","PV6_L","enriched","Gross Photosynthesis",2,0.232075979068618,3.89074162580321,0.821214790478784,310.031463709793,304.267812552627
"59","PV7_D","enriched","Dark Respiration",2,0.178214359909629,2.59590716519294,0.462595221361685,314.930651179317,306.570739367487
"60","PV7_L","enriched","Gross Photosynthesis",2,0.22085997839263,3.39567386347414,0.927922881640272,310.095932983886,303.723138438648
"61","PV8_D","enriched","Dark Respiration",2,0.0815210965208014,7.27877286505135,0.273736469669166,314.672076236231,309.50423262001
"62","PV8_L","enriched","Gross Photosynthesis",2,0.126945976102298,8.45288299162962,0.644247097283571,310.722903329525,306.657945020565
"63","PV9_D","enriched","Dark Respiration",3,0.139373421231078,3.51884551597684,0.39578516414068,314.016080340435,306.498992379498
"64","PV9_L","enriched","Gross Photosynthesis",3,0.14224738100932,8.88787494941779,0.775925993366906,310.054432328822,306.261248786002
